policy_number,bank_name,routing_number,account_number,account_type,effective_date,org_code
LNL0000292,POOLE GROUP,556243569,1113802869,SAVINGS,2012-02-28,lnl
LNL0000293,SALAZAR-MACDONALD,824734095,6118485363,CHECKING,2015-09-29,lnl
LNL0000294,"MCINTYRE, REED AND MCCANN",660067301,1783214148,SAVINGS,2021-01-18,lnl
LNL0000295,OSBORNE AND SONS,924912785,4239471846,CHECKING,2023-03-24,lnl
LNL0000296,HAMILTON-HARRIS,158129935,4422333147,CHECKING,2023-12-13,lnl
LNL0000297,FOX AND SONS,600265198,4372165687,SAVINGS,2022-08-09,lnl
LNL0000298,COLE-STEWART,867241199,1208858696,SAVINGS,2020-07-21,lnl
LNL0000299,ANDERSON AND SONS,743694768,4868098896,CHECKING,2018-03-20,lnl
LNL0000300,"BARRERA, LEE AND FERGUSON",965500291,1971617452,CHECKING,2011-07-20,lnl
LNL0000301,SMITH-CHURCH,279338047,9825074876,SAVINGS,2010-07-30,lnl
LNL0000302,"LIVINGSTON, NGUYEN AND KING",956531685,3600165238,CHECKING,2013-06-14,lnl
LNL0000303,"KNIGHT, DIXON AND BRADY",866858868,8930855093,CHECKING,2025-06-22,lnl
LNL0000304,MYERS-CONTRERAS,650146796,4258723092,SAVINGS,2007-07-06,lnl
LNL0000305,MCCARTHY AND SONS,189898023,3539529486,CHECKING,2019-11-29,lnl
LNL0000306,HAHN-ANDERSON,240960990,1154348472,CHECKING,2017-09-26,lnl
LNL0000307,"MCKAY, VASQUEZ AND BOWEN",712781891,6359653040,SAVINGS,2014-06-21,lnl
LNL0000308,CROSS PLC,881100906,1061580415,CHECKING,2006-08-28,lnl
LNL0000309,COOPER INC,357799481,6750081340,CHECKING,2013-06-22,lnl
LNL0000310,RILEY-WILEY,978461492,1651513011,CHECKING,2012-08-08,lnl
LNL0000311,ANDREWS-JACKSON,440677253,2700334455,CHECKING,2021-10-25,lnl
LNL0000312,"CURTIS, SMITH AND NEWTON",858401483,1940123315,CHECKING,2022-05-05,lnl
LNL0000313,"WOOD, TERRY AND PECK",705722190,4513948482,SAVINGS,2011-06-28,lnl
LNL0000314,CAMPBELL-COX,255703846,4669804638,CHECKING,2009-09-01,lnl
LNL0000315,RAMOS-MOORE,328027350,6501509799,CHECKING,2010-05-19,lnl
LNL0000316,NELSON GROUP,482856449,2811119871,SAVINGS,2007-09-05,lnl
LNL0000317,FLOWERS-MITCHELL,708412027,9186118825,SAVINGS,2008-05-21,lnl
LNL0000318,ADAMS INC,881387576,3075487898,SAVINGS,2011-08-08,lnl
LNL0000319,"EDWARDS, MILLER AND MASON",683437619,6659814039,CHECKING,2015-12-30,lnl
LNL0000320,"WILSON, POWELL AND SIMON",734701285,4493382236,CHECKING,2008-07-06,lnl
LNL0000321,HUANG PLC,946511128,3426810913,CHECKING,2016-06-10,lnl
LNL0000322,"JOHNSON, SWEENEY AND HANNA",228270138,5342296655,SAVINGS,2014-12-24,lnl
LNL0000323,ADAMS-GARCIA,181880656,4363590282,SAVINGS,2022-05-01,lnl
LNL0000324,ROMAN-BARNETT,298116376,6192703845,SAVINGS,2009-04-01,lnl
LNL0000325,PIERCE-ADAMS,598447838,6277673194,CHECKING,2019-05-22,lnl
LNL0000326,COOPER AND SONS,108119997,1086305766,SAVINGS,2025-06-28,lnl
LNL0000327,"RILEY, STEWART AND JOHNSON",912527794,6895666720,CHECKING,2018-03-08,lnl
LNL0000328,ANDERSON-AGUIRRE,387601058,9394779553,SAVINGS,2017-04-07,lnl
LNL0000329,MCCARTHY-HARDING,107679660,9968794534,SAVINGS,2006-01-07,lnl
LNL0000330,ALVAREZ GROUP,141478541,5636129985,CHECKING,2011-02-25,lnl
LNL0000331,HARRIS-SMITH,291692332,7702233820,SAVINGS,2012-12-29,lnl
LNL0000332,STANTON-MARTINEZ,650178379,6644560518,CHECKING,2014-05-05,lnl
LNL0000333,"SLOAN, TAYLOR AND GARZA",949986405,9769681945,CHECKING,2014-11-02,lnl
LNL0000334,"PETERSEN, TURNER AND HAYDEN",905838163,3543563328,CHECKING,2010-02-20,lnl
LNL0000335,BLANKENSHIP-REESE,382651993,6101791797,CHECKING,2024-07-06,lnl
LNL0000336,GREEN PLC,585745099,2207223961,SAVINGS,2017-11-19,lnl
LNL0000337,DAWSON-SANDERS,501812438,2052370331,SAVINGS,2010-02-04,lnl
LNL0000338,MILES GROUP,572047664,4018974514,SAVINGS,2014-09-14,lnl
LNL0000339,JONES AND SONS,925929522,8795607687,SAVINGS,2020-10-22,lnl
LNL0000340,"CASEY, GREEN AND SMITH",810897258,8451804905,CHECKING,2019-04-07,lnl
LNL0000341,"DENNIS, NICHOLSON AND ANDERSON",610511192,6821440690,CHECKING,2021-10-24,lnl
LNL0000342,"JOHNSON, MILLER AND BANKS",625220738,7544412619,CHECKING,2015-11-26,lnl
LNL0000343,SANTOS-MARTIN,913930490,4436894417,CHECKING,2022-07-28,lnl
LNL0000344,ANDERSON AND SONS,993596976,3303219587,CHECKING,2025-10-12,lnl
LNL0000345,COOK LTD,802810807,1666864704,SAVINGS,2007-08-09,lnl
LNL0000346,ALLEN LLC,148876067,6560168958,CHECKING,2011-01-09,lnl
LNL0000347,STONE LTD,450889710,6287045410,CHECKING,2021-11-01,lnl
LNL0000348,TAYLOR-NICHOLS,962125468,7153786021,CHECKING,2011-11-21,lnl
LNL0000349,RAMIREZ LTD,132831841,3002864234,CHECKING,2023-06-22,lnl
LNL0000350,ROBINSON LTD,691934192,7520936528,CHECKING,2018-06-09,lnl
LNL0000351,WILLIAMS-HUBER,543195207,2477058080,CHECKING,2015-08-28,lnl
LNL0000352,POOLE-PHILLIPS,895766581,7428524358,CHECKING,2007-07-02,lnl
LNL0000353,FOSTER-SOLOMON,871917940,1974014110,CHECKING,2022-07-07,lnl
LNL0000354,BENSON PLC,605516395,5250139479,SAVINGS,2008-09-25,lnl
LNL0000355,"HILL, BERG AND SIMMONS",694598107,3579317400,CHECKING,2007-05-15,lnl
LNL0000356,BROWN LTD,494707832,8776900235,CHECKING,2018-12-07,lnl
LNL0000357,MIRANDA GROUP,306872195,6041966533,SAVINGS,2014-04-02,lnl
LNL0000358,"WILLIAMS, RICE AND LEE",599485839,6486205566,SAVINGS,2008-04-06,lnl
LNL0000359,CRAWFORD LTD,223241459,1022309288,CHECKING,2019-12-29,lnl
LNL0000360,"SCHMIDT, BENTON AND RAMIREZ",946114197,9838536046,CHECKING,2017-08-03,lnl
LNL0000361,"FERNANDEZ, HARRIS AND CRUZ",865487345,2804052695,SAVINGS,2013-02-25,lnl
LNL0000362,HICKS LTD,853525933,5964891756,CHECKING,2015-04-02,lnl
LNL0000363,"MEYERS, MULLINS AND MORENO",329644218,6723222179,CHECKING,2014-10-30,lnl
LNL0000364,"WILLIAMS, HILL AND CUNNINGHAM",421584548,3921896105,CHECKING,2012-02-10,lnl
LNL0000365,HAYDEN LLC,450052340,2579732811,CHECKING,2025-11-06,lnl
LNL0000366,FERNANDEZ PLC,676825945,3887694748,SAVINGS,2013-04-12,lnl
LNL0000367,LAMB INC,850046514,7247956820,CHECKING,2020-10-22,lnl
LNL0000368,HOUSTON LTD,353611362,1256989118,CHECKING,2018-02-10,lnl
LNL0000369,ARNOLD PLC,667966250,5394036175,CHECKING,2015-06-13,lnl
LNL0000370,"CASTANEDA, CURTIS AND DEAN",915659979,5689489706,CHECKING,2010-08-16,lnl
LNL0000371,CRUZ-JOHNSTON,202289277,3334140700,CHECKING,2023-09-06,lnl
LNL0000372,SMITH-FORBES,416102881,1736981786,SAVINGS,2008-02-06,lnl
LNL0000373,"HARVEY, RODRIGUEZ AND FERNANDEZ",726880016,4120232854,CHECKING,2020-04-02,lnl
LNL0000374,CROSS AND SONS,263978288,5067693863,SAVINGS,2020-06-01,lnl
LNL0000375,LEE-HAMILTON,111539078,7831209942,CHECKING,2022-09-04,lnl
LNL0000376,"BROWN, WRIGHT AND RUSSELL",696224255,2057620538,SAVINGS,2025-09-09,lnl
LNL0000377,HERRERA GROUP,767421260,1562163450,SAVINGS,2013-09-01,lnl
LNL0000378,"GARCIA, SPENCER AND SANFORD",624513370,7851749276,SAVINGS,2025-05-19,lnl
LNL0000379,"JEFFERSON, GORDON AND ROBERTS",972703174,1282814306,CHECKING,2022-10-02,lnl
LNL0000380,SHAW-PRICE,298546560,4031665991,SAVINGS,2024-05-10,lnl
LNL0000381,"PACE, CARR AND MARTINEZ",755636480,5255593426,CHECKING,2011-07-22,lnl
LNL0000382,BAKER-MCCLAIN,472464209,1192811815,CHECKING,2023-06-16,lnl
LNL0000383,"WILLIAMS, MITCHELL AND GREENE",154004797,7918390311,CHECKING,2012-06-11,lnl
LNL0000384,"CABRERA, LESTER AND JOHNSON",202521963,8008437076,CHECKING,2025-01-28,lnl
LNL0000385,BARNES PLC,797621018,5849369230,CHECKING,2005-12-27,lnl
LNL0000386,CARR-RICHARDSON,585704975,5110726224,CHECKING,2018-08-03,lnl
LNL0000387,WALLACE AND SONS,336103709,8067337490,SAVINGS,2011-03-03,lnl
LNL0000388,"SMITH, WATSON AND ROSS",989350461,7133944663,CHECKING,2013-07-15,lnl
LNL0000389,CHAPMAN GROUP,428530246,8955791520,SAVINGS,2023-02-22,lnl
LNL0000390,"MCCULLOUGH, JONES AND HANEY",267181639,8214761858,SAVINGS,2015-12-13,lnl
LNL0000391,"BRYAN, TAYLOR AND SKINNER",341763744,6897784010,SAVINGS,2013-05-05,lnl
LNL0000392,LOPEZ-HENDERSON,191247467,7565901817,SAVINGS,2015-05-20,lnl
LNL0000393,"JONES, PEREZ AND MILES",474637996,6898125553,CHECKING,2016-12-21,lnl
LNL0000394,STEVENS-JONES,799667502,3329225852,SAVINGS,2005-07-04,lnl
LNL0000395,"SANCHEZ, MILLS AND DENNIS",945989830,2427024795,CHECKING,2015-06-11,lnl
LNL0000396,SMITH GROUP,978263549,1822617649,CHECKING,2005-06-13,lnl
LNL0000397,SMITH-FOSTER,609045987,3356384021,SAVINGS,2018-01-15,lnl
LNL0000398,"WILLIAMS, WILLIAMS AND BALDWIN",161065076,1557231361,CHECKING,2018-09-25,lnl
LNL0000399,LEWIS GROUP,402691590,6810663389,SAVINGS,2011-11-19,lnl
LNL0000400,"WILEY, CASEY AND HOWARD",769302863,8174339368,SAVINGS,2013-07-06,lnl
LNL0000401,WILSON PLC,855408820,1654768767,SAVINGS,2024-09-08,lnl
LNL0000402,"BALDWIN, ROTH AND WASHINGTON",919526543,5139497043,CHECKING,2022-08-07,lnl
LNL0000403,JOHNSON LTD,930177684,2052515079,CHECKING,2010-10-05,lnl
LNL0000404,PRICE-LE,358475942,8909273842,CHECKING,2005-02-19,lnl
LNL0000405,"MORROW, GUZMAN AND KIRBY",711512109,1430036900,CHECKING,2009-03-31,lnl
LNL0000406,"SIMMONS, OCONNOR AND SOLOMON",276474511,2879992939,CHECKING,2006-08-31,lnl
LNL0000407,FINLEY PLC,105590025,9030847742,CHECKING,2011-08-10,lnl
LNL0000408,SMITH LLC,668803806,5685938591,CHECKING,2023-09-25,lnl
LNL0000409,CALDERON-WALKER,810309307,2209062678,SAVINGS,2007-11-04,lnl
LNL0000410,PRICE-OLSON,324428747,5812775613,SAVINGS,2020-08-23,lnl
LNL0000411,"CHAVEZ, JOHNSON AND MORRISON",702916935,1301675311,CHECKING,2020-03-20,lnl
LNL0000412,RICE-SALAZAR,364583606,9517326388,CHECKING,2019-06-21,lnl
LNL0000413,"ROBERTSON, ROBERTS AND LEON",858895204,8663287437,CHECKING,2022-02-06,lnl
LNL0000414,BROWN-BURGESS,669062213,9923679343,CHECKING,2018-03-08,lnl
LNL0000415,SMITH GROUP,353078120,2889661265,SAVINGS,2023-11-20,lnl
LNL0000416,JACOBS GROUP,269294316,6910080725,CHECKING,2013-10-15,lnl
LNL0000417,KNIGHT GROUP,728118494,4667233898,SAVINGS,2006-04-13,lnl
LNL0000418,"EDWARDS, MCCARTY AND ALVAREZ",699441458,8871225155,SAVINGS,2014-11-11,lnl
LNL0000419,"LUTZ, MORA AND CRAWFORD",242433089,4484504044,CHECKING,2008-03-17,lnl
LNL0000420,CRUZ LLC,476921950,9184568869,SAVINGS,2015-04-22,lnl
LNL0000421,"BEARD, WONG AND WOOD",112292836,1308020222,SAVINGS,2017-10-05,lnl
LNL0000422,HUANG-LYONS,230438212,7466359188,SAVINGS,2010-06-09,lnl
LNL0000423,KERR-WEBSTER,735608792,5474056298,SAVINGS,2015-03-31,lnl
LNL0000424,ROBINSON PLC,698701379,8005553729,CHECKING,2008-08-14,lnl
LNL0000425,WRIGHT INC,247164256,7132514275,CHECKING,2008-02-08,lnl
LNL0000426,"TERRELL, ADAMS AND MITCHELL",248451597,6013797133,SAVINGS,2016-08-30,lnl
LNL0000427,"LOPEZ, KING AND JENKINS",135103118,9920471009,SAVINGS,2010-05-14,lnl
LNL0000428,"WILLIAMS, MEYERS AND CUEVAS",265884655,6293366413,SAVINGS,2019-10-28,lnl
LNL0000429,"SMITH, CARR AND HARMON",102777170,9612529491,SAVINGS,2022-11-19,lnl
LNL0000430,"GORDON, ROBINSON AND HARPER",758287182,9501965558,CHECKING,2005-09-20,lnl
LNL0000431,"KING, BARNETT AND HUDSON",679151569,1338647666,SAVINGS,2010-01-25,lnl
LNL0000432,"SOSA, JACKSON AND ZAMORA",756521188,5518064966,CHECKING,2007-11-02,lnl
LNL0000433,TAYLOR-EDWARDS,607517470,6360913444,CHECKING,2007-06-18,lnl
LNL0000434,"MORRIS, PORTER AND MCKNIGHT",316535361,4572208332,SAVINGS,2017-06-16,lnl
LNL0000435,RANDALL-HOWARD,159370120,4690732161,SAVINGS,2013-02-11,lnl
LNL0000436,BAKER LLC,640702487,5556678877,CHECKING,2025-09-02,lnl
LNL0000437,"MARTIN, BERRY AND GRIFFITH",780760077,9853615330,SAVINGS,2015-03-24,lnl
LNL0000438,RAMIREZ AND SONS,496613958,6805234708,CHECKING,2020-02-21,lnl
LNL0000439,"DOMINGUEZ, RICE AND GARCIA",279191846,2695775058,CHECKING,2008-07-06,lnl
LNL0000440,"GREEN, HORN AND DURAN",956529557,7822210332,SAVINGS,2015-09-29,lnl
LNL0000441,"WHITE, BENTLEY AND JOSEPH",693208507,2069763043,SAVINGS,2024-07-19,lnl
LNL0000442,STEELE LTD,700052233,1699023916,CHECKING,2011-09-21,lnl
LNL0000443,BRANDT-WATSON,844505137,6574115411,CHECKING,2024-05-25,lnl
LNL0000444,MORGAN-JOHNSON,413006562,4859132859,SAVINGS,2025-06-18,lnl
LNL0000445,"MANNING, SHAW AND CALDWELL",331238710,4139057608,SAVINGS,2015-12-30,lnl
LNL0000446,NGUYEN-SMITH,894341296,7412507533,CHECKING,2023-11-17,lnl
LNL0000447,HARPER-KNIGHT,569223740,6132378675,CHECKING,2007-11-02,lnl
LNL0000448,DAVIS-ROBERTS,514241632,8649748877,CHECKING,2007-04-19,lnl
LNL0000449,MCLAUGHLIN LTD,464483049,5553474331,SAVINGS,2015-02-16,lnl
LNL0000450,ORTIZ INC,604353711,3214790593,SAVINGS,2006-08-19,lnl
LNL0000451,YOUNG GROUP,239729505,9451358582,CHECKING,2012-11-06,lnl
LNL0000452,"WILLIAMS, BAKER AND KEMP",360769421,3100260870,SAVINGS,2009-04-12,lnl
LNL0000453,"MARTIN, MARTINEZ AND HENRY",242489448,9167512938,SAVINGS,2014-10-17,lnl
