policy_number,ssn,first_name,last_name,dob,gender,policy_type,policy_status,issue_date,face_amount,org_code
LNL0000210,100-00-0394,ALEXANDER,BENNETT,1979-11-29,U,UNIVERSAL_LIFE,ACTIVE,2018-07-04,420137.85,lnl
LNL0000211,100-00-0394,ALEXANDER,BENNETT,1979-11-29,U,UNIVERSAL_LIFE,PENDING,2023-01-30,91413.38,lnl
LNL0000212,100-00-0394,ALEXANDER,BENNETT,1979-11-29,U,TERM_10,CANCELLED,2017-04-05,107071.91,lnl
LNL0000213,,EVELYN,DAVIS,1999-03-19,M,TERM_20,ACTIVE,2023-01-02,547703.93,lnl
LNL0000214,100-00-0404,LAURA,YOUNG,1999-04-09,M,TERM_10,ACTIVE,2005-03-12,49388.33,lnl
LNL0000215,100-00-0404,LAURA,YOUNG,1999-04-09,M,UNIVERSAL_LIFE,PENDING,2016-06-11,94686.41,lnl
LNL0000216,100-00-0404,LAURA,YOUNG,1999-04-09,M,TERM_10,ACTIVE,2025-10-11,114597.77,lnl
LNL0000217,100-00-0406,SCOTT,MCGUIRE,1976-09-26,F,ENDOWMENT,ACTIVE,2023-07-29,475918.92,lnl
LNL0000218,100-00-0410,MORGAN,MILLER,1986-06-08,M,ENDOWMENT,ACTIVE,2007-08-18,51144.26,lnl
LNL0000219,100-00-0413,LISA,HUTCHINSON,1977-10-14,M,UNIVERSAL_LIFE,ACTIVE,2025-08-07,264831.71,lnl
LNL0000220,100-00-0413,LISA,HUTCHINSON,1977-10-14,M,TERM_20,ACTIVE,2019-02-03,211887.35,lnl
LNL0000221,100-00-0418,MARY,SCHROEDER,1967-02-15,M,TERM_10,ACTIVE,2008-03-29,116967.11,lnl
LNL0000222,100-00-0421,NATHAN,EDWARDS,1999-07-08,F,TERM_20,PENDING,2009-09-27,48238.74,lnl
LNL0000223,100-00-0421,NATHAN,EDWARDS,1999-07-08,F,WHOLE_LIFE,ACTIVE,2014-12-09,577504.30,lnl
LNL0000224,100-00-0422,BRANDON,SANDERS,1973-04-07,F,UNIVERSAL_LIFE,ACTIVE,2024-07-21,231688.89,lnl
LNL0000225,,BRANDON,SANDERS,1973-04-07,F,TERM_10,ACTIVE,2006-05-14,92581.32,lnl
LNL0000226,100-00-0427,KEVIN,MOORE,1982-02-02,F,TERM_10,ACTIVE,2008-12-13,24985.06,lnl
LNL0000227,100-00-0428,SHERRY,IBARRA,1961-10-22,F,WHOLE_LIFE,ACTIVE,2006-12-07,53666.77,lnl
LNL0000228,100-00-0429,LISA,PHILLIPS,1987-03-16,U,ENDOWMENT,ACTIVE,2010-11-29,592179.34,lnl
LNL0000229,100-00-0431,DAVID,SIMMONS,1997-12-22,F,WHOLE_LIFE,ACTIVE,2014-05-16,236435.90,lnl
LNL0000230,100-00-0431,DAVID,SIMMONS,1997-12-22,F,ENDOWMENT,ACTIVE,2021-11-23,513564.94,lnl
LNL0000231,100-00-0434,CHARLES,GOMEZ,1996-02-18,M,TERM_10,ACTIVE,2024-03-28,297176.46,lnl
LNL0000232,100-00-0437,CATHERINE,STEWART,1996-07-04,F,WHOLE_LIFE,CANCELLED,2022-04-19,496550.50,lnl
LNL0000233,100-00-0437,CATHERINE,STEWART,1996-07-04,F,TERM_10,ACTIVE,2010-07-31,24023.13,lnl
LNL0000234,100-00-0441,MATTHEW,MURPHY,1970-03-02,U,TERM_20,CANCELLED,2009-08-17,240676.35,lnl
LNL0000235,100-00-0446,MARIA,JOHNSON,1991-02-11,U,WHOLE_LIFE,ACTIVE,2009-08-27,209214.57,lnl
LNL0000236,100-00-0448,LISA,BISHOP,1994-04-04,F,UNIVERSAL_LIFE,ACTIVE,2010-12-06,108771.59,lnl
LNL0000237,100-00-0449,AMY,STEELE,1978-10-19,U,TERM_10,CANCELLED,2008-06-21,265239.22,lnl
LNL0000238,100-00-0453,ANDREW,ROY,1967-10-24,U,ENDOWMENT,LAPSED,2014-09-23,28885.63,lnl
LNL0000239,100-00-0455,KEITH,ROSS,1962-06-13,M,TERM_20,ACTIVE,2010-04-25,229444.94,lnl
LNL0000240,,KEITH,ROSS,1962-06-13,M,TERM_10,LAPSED,2010-06-04,588560.98,lnl
LNL0000241,100-00-0459,WILLIAM,SANTANA,1989-01-21,F,WHOLE_LIFE,ACTIVE,2010-07-31,28306.17,lnl
LNL0000242,100-00-0461,JEREMY,WARREN,1997-11-02,U,WHOLE_LIFE,ACTIVE,2024-07-05,489293.35,lnl
LNL0000243,100-00-0463,VICTORIA,LEWIS,1979-07-02,M,UNIVERSAL_LIFE,LAPSED,2018-05-25,507954.78,lnl
LNL0000244,100-00-0464,DEBORAH,MARTIN,1961-04-15,M,UNIVERSAL_LIFE,ACTIVE,2012-06-23,254821.60,lnl
LNL0000245,100-00-0464,DEBORAH,MARTIN,1961-04-15,M,TERM_20,ACTIVE,2024-04-06,20605.71,lnl
LNL0000246,100-00-0469,ASHLEY,GRAHAM,2000-05-24,M,ENDOWMENT,ACTIVE,2025-12-06,27056.84,lnl
LNL0000247,100-00-0471,ARIANA,JOHNSON,1962-09-30,F,TERM_10,ACTIVE,2005-03-20,542979.41,lnl
LNL0000248,100-00-0474,JAMES,LESTER,1986-01-02,F,UNIVERSAL_LIFE,ACTIVE,2017-08-26,465798.72,lnl
LNL0000249,100-00-0476,HECTOR,TURNER,1960-02-22,U,TERM_20,ACTIVE,2022-01-02,21451.01,lnl
LNL0000250,100-00-0476,HECTOR,TURNER,1960-02-22,U,ENDOWMENT,CANCELLED,2018-08-16,475516.20,lnl
LNL0000251,100-00-0478,VERONICA,SCOTT,1982-07-24,F,WHOLE_LIFE,CANCELLED,2016-11-14,440292.59,lnl
LNL0000252,100-00-0479,BETHANY,JORDAN,1963-04-27,M,WHOLE_LIFE,ACTIVE,2006-08-12,56695.02,lnl
LNL0000253,100-00-0483,AARON,SCHNEIDER,1970-06-19,F,WHOLE_LIFE,ACTIVE,2006-10-11,95910.18,lnl
LNL0000254,100-00-0483,AARON,SCHNEIDER,1970-06-19,F,UNIVERSAL_LIFE,ACTIVE,2019-08-31,26971.98,lnl
LNL0000255,100-00-0488,WESLEY,GILES,1965-12-04,F,TERM_20,ACTIVE,2009-03-17,113243.12,lnl
LNL0000256,100-00-0488,WESLEY,GILES,1965-12-04,F,UNIVERSAL_LIFE,ACTIVE,2024-04-20,108443.76,lnl
LNL0000257,100-00-0488,WESLEY,GILES,1965-12-04,F,WHOLE_LIFE,LAPSED,2018-12-30,54258.50,lnl
LNL0000258,100-00-0492,TIFFANY,JONES,1964-01-30,F,WHOLE_LIFE,LAPSED,2019-06-09,57530.88,lnl
LNL0000259,100-00-0492,TIFFANY,JONES,1964-01-30,F,TERM_10,ACTIVE,2011-12-26,56557.11,lnl
LNL0000260,100-00-0497,BRIANNA,PETERSON,1967-03-04,M,TERM_10,ACTIVE,2007-01-26,217120.01,lnl
LNL0000261,100-00-0502,DAVID,STARK,1981-09-27,M,ENDOWMENT,ACTIVE,2014-11-06,20722.41,lnl
LNL0000262,100-00-0507,CHRISTOPHER,SHAW,1979-07-28,U,TERM_10,ACTIVE,2005-11-24,537055.98,lnl
LNL0000263,100-00-0508,JESSE,BERRY,2000-08-25,M,WHOLE_LIFE,PENDING,2025-03-17,105318.12,lnl
LNL0000264,100-00-0508,JESSE,BERRY,2000-08-25,M,TERM_20,LAPSED,2025-05-19,290018.43,lnl
LNL0000265,100-00-0510,JARED,BOND,1981-04-29,U,WHOLE_LIFE,ACTIVE,2025-06-11,217814.95,lnl
LNL0000266,100-00-0510,JARED,BOND,1981-04-29,U,TERM_20,ACTIVE,2021-12-24,112995.60,lnl
LNL0000267,100-00-0512,SAMUEL,HARRIS,1967-09-25,U,TERM_20,ACTIVE,2010-10-23,479020.18,lnl
LNL0000268,100-00-0512,SAMUEL,HARRIS,1967-09-25,U,TERM_10,ACTIVE,2009-10-07,84891.53,lnl
LNL0000269,,SAMUEL,HARRIS,1967-09-25,U,WHOLE_LIFE,ACTIVE,2017-07-14,278674.93,lnl
LNL0000270,100-00-0514,LAUREN,TAYLOR,1967-07-12,U,ENDOWMENT,PENDING,2018-07-22,45482.96,lnl
LNL0000271,100-00-0514,LAUREN,TAYLOR,1967-07-12,U,WHOLE_LIFE,ACTIVE,2025-10-04,22842.29,lnl
LNL0000272,100-00-0517,JOANNA,WRIGHT,1990-02-26,U,UNIVERSAL_LIFE,ACTIVE,2018-04-07,276965.39,lnl
LNL0000273,100-00-0517,JOANNA,WRIGHT,1990-02-26,U,WHOLE_LIFE,CANCELLED,2010-04-18,81693.64,lnl
LNL0000274,100-00-0522,MARY,SCOTT,1963-06-19,M,TERM_10,CANCELLED,2020-03-20,275551.65,lnl
LNL0000275,100-00-0527,DENISE,CHAMBERS,1983-07-12,M,TERM_20,ACTIVE,2015-02-17,49719.45,lnl
LNL0000276,100-00-0527,DENISE,CHAMBERS,1983-07-12,M,UNIVERSAL_LIFE,LAPSED,2013-10-02,221409.29,lnl
LNL0000277,100-00-0529,WILLIAM,HARRELL,1977-09-26,U,TERM_10,ACTIVE,2019-03-09,101475.02,lnl
LNL0000278,100-00-0533,AMY,YOUNG,1963-04-02,M,ENDOWMENT,ACTIVE,2005-01-08,26135.62,lnl
LNL0000279,100-00-0538,ALICE,MCDANIEL,1974-07-15,U,UNIVERSAL_LIFE,CANCELLED,2006-06-04,52755.98,lnl
LNL0000280,100-00-0538,ALICE,MCDANIEL,1974-07-15,U,TERM_20,ACTIVE,2025-10-30,421537.28,lnl
LNL0000281,100-00-0541,ROBERT,WARREN,1982-03-27,M,TERM_20,ACTIVE,2011-09-09,209264.89,lnl
LNL0000282,100-00-0544,CHARLES,KING,1995-08-05,U,UNIVERSAL_LIFE,ACTIVE,2005-07-10,105349.46,lnl
LNL0000283,100-00-0544,CHARLES,KING,1995-08-05,U,WHOLE_LIFE,ACTIVE,2021-01-27,91332.65,lnl
LNL0000284,100-00-0545,KATIE,COOK,1961-09-18,F,WHOLE_LIFE,ACTIVE,2007-11-06,585929.67,lnl
LNL0000285,100-00-0546,JAIME,LEON,1974-02-20,M,ENDOWMENT,ACTIVE,2021-03-25,200758.07,lnl
LNL0000286,100-00-0546,JAIME,LEON,1974-02-20,M,TERM_20,LAPSED,2014-10-11,58842.68,lnl
LNL0000287,,ANTHONY,JOHNSON,1989-09-28,F,UNIVERSAL_LIFE,ACTIVE,2016-02-24,287289.59,lnl
LNL0000288,100-00-0547,ANTHONY,JOHNSON,1989-09-28,F,TERM_20,PENDING,2009-10-30,55402.94,lnl
LNL0000289,100-00-0547,ANTHONY,JOHNSON,1989-09-28,F,ENDOWMENT,LAPSED,2008-05-27,20204.52,lnl
LNL0000290,100-00-0548,BRYAN,LOPEZ,1972-01-12,U,TERM_20,ACTIVE,2020-08-08,453226.83,lnl
LNL0000291,100-00-0548,BRYAN,LOPEZ,1972-01-12,U,TERM_10,ACTIVE,2008-10-30,283756.90,lnl
LNL0000292,100-00-0550,BRENDAN,CARTER,1960-06-15,U,TERM_20,CANCELLED,2012-02-28,521440.86,lnl
LNL0000293,100-00-0553,JOSEPH,LEBLANC,1973-03-31,M,ENDOWMENT,ACTIVE,2015-09-29,49141.51,lnl
LNL0000294,100-00-0558,JONATHAN,RAY,1965-02-12,M,WHOLE_LIFE,ACTIVE,2021-01-18,53711.13,lnl
LNL0000295,100-00-0558,JONATHAN,RAY,1965-02-12,M,TERM_10,CANCELLED,2023-03-24,28671.22,lnl
LNL0000296,100-00-0561,KENNETH,SWANSON,1977-06-17,M,TERM_20,ACTIVE,2023-12-13,95433.27,lnl
LNL0000297,100-00-0564,DANIEL,COOPER,1983-10-24,F,UNIVERSAL_LIFE,ACTIVE,2022-08-09,463322.79,lnl
LNL0000298,100-00-0567,DOUGLAS,TORRES,1980-04-17,M,WHOLE_LIFE,LAPSED,2020-07-21,105968.89,lnl
LNL0000299,100-00-0569,JORGE,CHAVEZ,1975-12-03,M,UNIVERSAL_LIFE,ACTIVE,2018-03-20,81686.68,lnl
LNL0000300,100-00-0570,SHERRY,JOHNSON,1987-04-14,M,TERM_20,ACTIVE,2011-07-20,103318.79,lnl
LNL0000301,100-00-0572,JESSE,FRANKLIN,1960-10-22,F,UNIVERSAL_LIFE,CANCELLED,2010-07-30,55563.88,lnl
LNL0000302,100-00-0576,MARY,GRAY,1999-12-01,F,UNIVERSAL_LIFE,ACTIVE,2013-06-14,227836.28,lnl
LNL0000303,100-00-0579,MICHAEL,STEWART,1984-02-23,M,UNIVERSAL_LIFE,ACTIVE,2025-06-22,26133.04,lnl
LNL0000304,100-00-0581,NICHOLAS,MEDINA,1960-12-18,M,ENDOWMENT,ACTIVE,2007-07-06,440358.81,lnl
LNL0000305,100-00-0581,NICHOLAS,MEDINA,1960-12-18,M,WHOLE_LIFE,CANCELLED,2019-11-29,118660.33,lnl
LNL0000306,100-00-0582,KIMBERLY,SMITH,1969-07-03,M,UNIVERSAL_LIFE,CANCELLED,2017-09-26,440439.30,lnl
LNL0000307,100-00-0582,KIMBERLY,SMITH,1969-07-03,M,TERM_20,ACTIVE,2014-06-21,51999.62,lnl
LNL0000308,100-00-0584,GREGORY,WALKER,1987-11-05,F,TERM_10,ACTIVE,2006-08-28,26291.02,lnl
LNL0000309,100-00-0584,GREGORY,WALKER,1987-11-05,F,WHOLE_LIFE,LAPSED,2013-06-22,117984.99,lnl
LNL0000310,100-00-0584,GREGORY,WALKER,1987-11-05,F,TERM_10,LAPSED,2012-08-08,417638.78,lnl
LNL0000311,100-00-0587,CHRISTINE,HODGES,1988-12-06,M,ENDOWMENT,ACTIVE,2021-10-25,261768.18,lnl
LNL0000312,100-00-0588,CHAD,SMITH,1965-02-10,U,ENDOWMENT,ACTIVE,2022-05-05,21991.88,lnl
LNL0000313,,DANIEL,GRAHAM,1963-08-19,U,UNIVERSAL_LIFE,CANCELLED,2011-06-28,533458.07,lnl
LNL0000314,,HEATHER,KAUFMAN,1982-04-20,F,ENDOWMENT,ACTIVE,2009-09-01,109844.92,lnl
LNL0000315,100-00-0599,MITCHELL,HENDERSON,1999-04-19,F,ENDOWMENT,ACTIVE,2010-05-19,466498.91,lnl
LNL0000316,100-00-0604,NANCY,SAUNDERS,2000-07-25,U,WHOLE_LIFE,ACTIVE,2007-09-05,42090.02,lnl
LNL0000317,100-00-0609,REBECCA,BAKER,1974-09-02,U,ENDOWMENT,ACTIVE,2008-05-21,114382.61,lnl
LNL0000318,100-00-0612,JENNIFER,STOKES,1996-04-05,M,TERM_20,ACTIVE,2011-08-08,105421.20,lnl
LNL0000319,100-00-0615,JOSHUA,SANCHEZ,1983-10-29,M,WHOLE_LIFE,CANCELLED,2015-12-30,23828.39,lnl
LNL0000320,100-00-0618,SARAH,ROBINSON,1961-06-28,M,WHOLE_LIFE,ACTIVE,2008-07-06,269982.19,lnl
LNL0000321,100-00-0618,SARAH,ROBINSON,1961-06-28,M,TERM_20,LAPSED,2016-06-10,292504.09,lnl
LNL0000322,100-00-0619,MARK,GARCIA,1974-08-17,U,UNIVERSAL_LIFE,LAPSED,2014-12-24,80846.24,lnl
LNL0000323,100-00-0622,NANCY,HOWELL,1972-02-26,F,TERM_20,LAPSED,2022-05-01,406810.10,lnl
LNL0000324,100-00-0622,NANCY,HOWELL,1972-02-26,F,TERM_20,ACTIVE,2009-04-01,23061.60,lnl
LNL0000325,100-00-0623,JOHN,RAMOS,1988-01-11,M,TERM_10,ACTIVE,2019-05-22,500492.69,lnl
LNL0000326,100-00-0623,JOHN,RAMOS,1988-01-11,M,ENDOWMENT,ACTIVE,2025-06-28,496658.79,lnl
LNL0000327,100-00-0628,SEAN,SMITH,1979-11-03,U,ENDOWMENT,ACTIVE,2018-03-08,51611.32,lnl
LNL0000328,100-00-0630,JULIA,JONES,1983-06-01,M,ENDOWMENT,ACTIVE,2017-04-07,55547.78,lnl
LNL0000329,100-00-0634,PATRICK,ROJAS,1993-05-11,F,ENDOWMENT,ACTIVE,2006-01-07,24181.58,lnl
LNL0000330,100-00-0639,JUSTIN,DURAN,1994-11-03,F,ENDOWMENT,LAPSED,2011-02-25,26969.04,lnl
LNL0000331,100-00-0640,RACHEL,PADILLA,1993-02-02,M,UNIVERSAL_LIFE,ACTIVE,2012-12-29,572268.68,lnl
LNL0000332,100-00-0641,RONALD,NOBLE,1982-03-02,U,WHOLE_LIFE,ACTIVE,2014-05-05,52930.07,lnl
LNL0000333,100-00-0644,MANUEL,DAVIES,1979-02-06,F,ENDOWMENT,ACTIVE,2014-11-02,214161.53,lnl
LNL0000334,100-00-0648,CASSIDY,NICHOLS,1970-07-20,U,ENDOWMENT,LAPSED,2010-02-20,44513.96,lnl
LNL0000335,100-00-0653,MONICA,RODRIGUEZ,1999-02-04,M,TERM_10,ACTIVE,2024-07-06,97593.21,lnl
LNL0000336,100-00-0653,MONICA,RODRIGUEZ,1999-02-04,M,TERM_10,ACTIVE,2017-11-19,274833.19,lnl
LNL0000337,100-00-0658,JUSTIN,ROWE,1977-11-13,M,TERM_10,ACTIVE,2010-02-04,499049.35,lnl
LNL0000338,100-00-0658,JUSTIN,ROWE,1977-11-13,M,TERM_20,LAPSED,2014-09-14,82124.01,lnl
LNL0000339,,CARLOS,SCHAEFER,1986-07-06,F,UNIVERSAL_LIFE,ACTIVE,2020-10-22,481967.11,lnl
LNL0000340,100-00-0662,SHAWN,HENRY,1993-04-25,F,UNIVERSAL_LIFE,ACTIVE,2019-04-07,48654.33,lnl
LNL0000341,100-00-0666,WENDY,MILLER,1986-09-15,M,WHOLE_LIFE,ACTIVE,2021-10-24,99500.07,lnl
LNL0000342,100-00-0669,ANDREW,HART,1962-02-18,U,TERM_20,ACTIVE,2015-11-26,26894.04,lnl
LNL0000343,100-00-0669,ANDREW,HART,1962-02-18,U,TERM_10,ACTIVE,2022-07-28,102747.03,lnl
LNL0000344,100-00-0670,CYNTHIA,HUFFMAN,1988-06-13,M,TERM_20,LAPSED,2025-10-12,451606.25,lnl
LNL0000345,100-00-0671,JAMES,WARE,1968-08-17,F,ENDOWMENT,ACTIVE,2007-08-09,49086.51,lnl
LNL0000346,100-00-0671,JAMES,WARE,1968-08-17,F,WHOLE_LIFE,ACTIVE,2011-01-09,24228.45,lnl
LNL0000347,100-00-0671,JAMES,WARE,1968-08-17,F,UNIVERSAL_LIFE,ACTIVE,2021-11-01,40359.03,lnl
LNL0000348,100-00-0675,DIANE,RILEY,1985-12-16,M,WHOLE_LIFE,ACTIVE,2011-11-21,24761.94,lnl
LNL0000349,100-00-0680,ANDREW,LLOYD,1965-06-11,F,ENDOWMENT,ACTIVE,2023-06-22,45233.11,lnl
LNL0000350,100-00-0681,JEFFERY,CONTRERAS,1969-02-19,U,TERM_20,ACTIVE,2018-06-09,23276.38,lnl
LNL0000351,100-00-0681,JEFFERY,CONTRERAS,1969-02-19,U,ENDOWMENT,LAPSED,2015-08-28,263650.70,lnl
LNL0000352,100-00-0681,JEFFERY,CONTRERAS,1969-02-19,U,ENDOWMENT,ACTIVE,2007-07-02,52484.81,lnl
LNL0000353,100-00-0683,VICTORIA,SMITH,1960-07-27,F,TERM_10,LAPSED,2022-07-07,21060.53,lnl
LNL0000354,100-00-0684,RUSSELL,MAYS,1968-03-19,M,WHOLE_LIFE,ACTIVE,2008-09-25,543604.47,lnl
LNL0000355,100-00-0687,JUSTIN,MASSEY,1967-12-13,U,ENDOWMENT,LAPSED,2007-05-15,97287.35,lnl
LNL0000356,100-00-0690,LORI,VAZQUEZ,1964-09-11,F,TERM_10,PENDING,2018-12-07,25139.41,lnl
LNL0000357,100-00-0694,YESENIA,THORNTON,1993-09-20,F,TERM_10,ACTIVE,2014-04-02,49853.57,lnl
LNL0000358,100-00-0694,YESENIA,THORNTON,1993-09-20,F,TERM_10,ACTIVE,2008-04-06,205521.85,lnl
LNL0000359,100-00-0694,YESENIA,THORNTON,1993-09-20,F,ENDOWMENT,ACTIVE,2019-12-29,414869.63,lnl
LNL0000360,100-00-0696,DANIEL,WILKINSON,1988-05-04,M,TERM_10,ACTIVE,2017-08-03,46883.59,lnl
LNL0000361,100-00-0700,KAREN,HUGHES,1972-01-24,U,TERM_20,ACTIVE,2013-02-25,46259.78,lnl
LNL0000362,100-00-0701,COLE,ADAMS,1971-03-23,U,TERM_20,LAPSED,2015-04-02,454680.71,lnl
LNL0000363,100-00-0704,ALICIA,WRIGHT,1993-10-10,F,TERM_10,ACTIVE,2014-10-30,83724.82,lnl
LNL0000364,100-00-0706,VALERIE,MOORE,1961-07-29,U,TERM_20,CANCELLED,2012-02-10,465207.86,lnl
LNL0000365,100-00-0707,JOSHUA,MARTINEZ,1997-02-27,M,TERM_10,ACTIVE,2025-11-06,23515.18,lnl
LNL0000366,100-00-0712,KAITLYN,CLAYTON,1981-03-28,F,TERM_20,ACTIVE,2013-04-12,494280.99,lnl
LNL0000367,100-00-0712,KAITLYN,CLAYTON,1981-03-28,F,UNIVERSAL_LIFE,LAPSED,2020-10-22,93780.57,lnl
LNL0000368,100-00-0715,JOHN,MYERS,1999-11-07,F,TERM_20,ACTIVE,2018-02-10,228268.62,lnl
LNL0000369,100-00-0715,JOHN,MYERS,1999-11-07,F,TERM_20,ACTIVE,2015-06-13,48562.85,lnl
LNL0000370,,PAMELA,HARPER,1981-09-22,M,TERM_10,ACTIVE,2010-08-16,87208.10,lnl
LNL0000371,100-00-0722,JEFF,SHEA,1973-10-02,F,WHOLE_LIFE,ACTIVE,2023-09-06,25140.54,lnl
LNL0000372,100-00-0727,KAYLA,PARKER,1982-06-07,F,UNIVERSAL_LIFE,ACTIVE,2008-02-06,82746.01,lnl
LNL0000373,,KAYLA,PARKER,1982-06-07,F,WHOLE_LIFE,ACTIVE,2020-04-02,216787.82,lnl
LNL0000374,100-00-0727,KAYLA,PARKER,1982-06-07,F,UNIVERSAL_LIFE,ACTIVE,2020-06-01,21122.23,lnl
LNL0000375,100-00-0730,SETH,PORTER,1980-08-10,F,TERM_10,ACTIVE,2022-09-04,240998.77,lnl
LNL0000376,100-00-0730,SETH,PORTER,1980-08-10,F,WHOLE_LIFE,ACTIVE,2025-09-09,260986.41,lnl
LNL0000377,100-00-0730,SETH,PORTER,1980-08-10,F,ENDOWMENT,ACTIVE,2013-09-01,109748.94,lnl
LNL0000378,100-00-0732,CYNTHIA,STEVENS,1968-07-15,F,TERM_20,ACTIVE,2025-05-19,226191.11,lnl
LNL0000379,100-00-0734,EDWARD,MURPHY,1965-10-10,U,ENDOWMENT,CANCELLED,2022-10-02,222820.25,lnl
LNL0000380,100-00-0739,DAVID,SHAW,1987-07-12,F,TERM_10,LAPSED,2024-05-10,28985.81,lnl
LNL0000381,100-00-0741,CHRISTINA,GUZMAN,1983-02-23,M,TERM_20,ACTIVE,2011-07-22,114559.12,lnl
LNL0000382,100-00-0741,CHRISTINA,GUZMAN,1983-02-23,M,TERM_10,ACTIVE,2023-06-16,54787.28,lnl
LNL0000383,100-00-0746,CHAD,PETERS,1984-12-05,F,TERM_20,LAPSED,2012-06-11,279083.90,lnl
LNL0000384,100-00-0748,KIMBERLY,BERRY,1985-09-12,M,ENDOWMENT,PENDING,2025-01-28,25850.82,lnl
LNL0000385,100-00-0750,MATTHEW,FLOYD,1992-07-08,U,ENDOWMENT,CANCELLED,2005-12-27,54644.70,lnl
LNL0000386,100-00-0750,MATTHEW,FLOYD,1992-07-08,U,TERM_10,ACTIVE,2018-08-03,50741.93,lnl
LNL0000387,100-00-0750,MATTHEW,FLOYD,1992-07-08,U,TERM_20,ACTIVE,2011-03-03,25142.07,lnl
LNL0000388,100-00-0753,REGINALD,LEON,1986-01-18,M,TERM_10,ACTIVE,2013-07-15,46392.85,lnl
LNL0000389,100-00-0757,ALEX,DAVIS,1978-12-07,M,ENDOWMENT,ACTIVE,2023-02-22,82393.40,lnl
LNL0000390,100-00-0758,STEPHEN,MILLER,1980-07-16,M,TERM_10,CANCELLED,2015-12-13,236271.79,lnl
LNL0000391,100-00-0758,STEPHEN,MILLER,1980-07-16,M,ENDOWMENT,ACTIVE,2013-05-05,28930.34,lnl
LNL0000392,100-00-0758,STEPHEN,MILLER,1980-07-16,M,TERM_10,ACTIVE,2015-05-20,249547.45,lnl
LNL0000393,100-00-0762,JAMES,FITZPATRICK,1960-03-19,M,TERM_10,ACTIVE,2016-12-21,50975.27,lnl
LNL0000394,100-00-0762,JAMES,FITZPATRICK,1960-03-19,M,TERM_20,ACTIVE,2005-07-04,51732.01,lnl
LNL0000395,100-00-0763,KIMBERLY,EVANS,1994-11-03,M,TERM_10,PENDING,2015-06-11,496782.49,lnl
LNL0000396,100-00-0763,KIMBERLY,EVANS,1994-11-03,M,TERM_10,ACTIVE,2005-06-13,50732.49,lnl
LNL0000397,100-00-0764,DANNY,SIMON,1968-08-06,M,TERM_10,CANCELLED,2018-01-15,46656.26,lnl
LNL0000398,100-00-0764,DANNY,SIMON,1968-08-06,M,ENDOWMENT,LAPSED,2018-09-25,52556.65,lnl
LNL0000399,100-00-0767,JEAN,THOMPSON,1992-10-22,F,ENDOWMENT,CANCELLED,2011-11-19,582261.04,lnl
LNL0000400,100-00-0767,JEAN,THOMPSON,1992-10-22,F,UNIVERSAL_LIFE,LAPSED,2013-07-06,20261.16,lnl
LNL0000401,100-00-0769,ANGELA,DAVIDSON,1967-10-09,U,TERM_20,ACTIVE,2024-09-08,105015.56,lnl
LNL0000402,100-00-0772,CHRISTOPHER,RODRIGUEZ,1963-12-29,U,TERM_20,ACTIVE,2022-08-07,494653.82,lnl
LNL0000403,100-00-0772,CHRISTOPHER,RODRIGUEZ,1963-12-29,U,TERM_10,ACTIVE,2010-10-05,95646.96,lnl
LNL0000404,100-00-0774,ANTHONY,MONROE,1974-07-08,M,TERM_20,ACTIVE,2005-02-19,26108.97,lnl
LNL0000405,100-00-0775,KENNETH,COOK,1973-05-10,F,WHOLE_LIFE,ACTIVE,2009-03-31,29984.34,lnl
LNL0000406,100-00-0777,BRAD,WONG,1982-08-09,M,TERM_20,CANCELLED,2006-08-31,48428.77,lnl
LNL0000407,100-00-0780,JOHN,DANIELS,1989-02-05,F,TERM_20,PENDING,2011-08-10,102094.96,lnl
LNL0000408,100-00-0784,MICHAEL,BAILEY,1984-04-28,U,TERM_10,ACTIVE,2023-09-25,20119.60,lnl
LNL0000409,100-00-0784,MICHAEL,BAILEY,1984-04-28,U,ENDOWMENT,ACTIVE,2007-11-04,23652.49,lnl
LNL0000410,100-00-0788,BRADLEY,NGUYEN,1969-10-15,F,WHOLE_LIFE,CANCELLED,2020-08-23,227979.45,lnl
LNL0000411,,ROBERTA,HARDING,1961-12-05,U,TERM_20,ACTIVE,2020-03-20,86021.75,lnl
LNL0000412,100-00-0791,ROBERTA,HARDING,1961-12-05,U,TERM_20,ACTIVE,2019-06-21,26317.85,lnl
LNL0000413,100-00-0791,ROBERTA,HARDING,1961-12-05,U,WHOLE_LIFE,LAPSED,2022-02-06,421267.42,lnl
LNL0000414,,ROBIN,ROSALES,1991-03-18,U,WHOLE_LIFE,ACTIVE,2018-03-08,94636.15,lnl
LNL0000415,100-00-0793,ROBIN,ROSALES,1991-03-18,U,TERM_10,PENDING,2023-11-20,265897.65,lnl
LNL0000416,100-00-0793,ROBIN,ROSALES,1991-03-18,U,ENDOWMENT,LAPSED,2013-10-15,21637.56,lnl
LNL0000417,100-00-0796,LISA,FULLER,1998-03-01,M,UNIVERSAL_LIFE,LAPSED,2006-04-13,427378.87,lnl
LNL0000418,100-00-0796,LISA,FULLER,1998-03-01,M,WHOLE_LIFE,LAPSED,2014-11-11,41360.46,lnl
LNL0000419,100-00-0798,CASSIDY,HIGGINS,1987-02-18,F,TERM_20,ACTIVE,2008-03-17,95377.10,lnl
