policy_number,ssn,first_name,last_name,dob,gender,policy_type,policy_status,issue_date,face_amount,org_code
AIL0000211,100-00-0411,DANIEL,TRAN,1999-05-23,M,WHOLE_LIFE,ACTIVE,2015-01-25,510948.00,ail
AIL0000212,100-00-0411,DANIEL,TRAN,1999-05-23,M,UNIVERSAL_LIFE,ACTIVE,2017-06-07,25969.25,ail
AIL0000213,100-00-0412,JOSEPH,JACOBS,1965-03-06,M,TERM_10,ACTIVE,2022-06-23,27248.44,ail
AIL0000214,100-00-0415,JENNIFER,HARRIS,1966-12-21,F,UNIVERSAL_LIFE,ACTIVE,2013-07-16,42776.80,ail
AIL0000215,100-00-0420,CYNTHIA,BAKER,1987-02-17,M,TERM_20,ACTIVE,2011-03-11,229975.23,ail
AIL0000216,100-00-0423,TRACY,WHITEHEAD,1969-02-17,U,WHOLE_LIFE,ACTIVE,2019-01-08,259380.64,ail
AIL0000217,100-00-0426,MEGHAN,DAVIS,1982-09-02,F,TERM_20,ACTIVE,2013-11-16,113664.54,ail
AIL0000218,100-00-0429,RODNEY,HILL,2000-08-11,M,TERM_10,ACTIVE,2023-06-22,427224.89,ail
AIL0000219,100-00-0432,ADAM,WISE,1988-06-14,F,UNIVERSAL_LIFE,PENDING,2013-12-07,91657.93,ail
AIL0000220,100-00-0433,DANA,GREEN,1961-12-23,M,TERM_20,ACTIVE,2012-04-23,228030.01,ail
AIL0000221,100-00-0433,DANA,GREEN,1961-12-23,M,ENDOWMENT,ACTIVE,2017-08-25,51844.54,ail
AIL0000222,100-00-0436,JOYCE,ARNOLD,1994-08-04,M,WHOLE_LIFE,LAPSED,2020-11-20,48769.10,ail
AIL0000223,100-00-0436,JOYCE,ARNOLD,1994-08-04,M,TERM_20,ACTIVE,2022-11-06,267297.77,ail
AIL0000224,100-00-0439,RONALD,SMITH,1967-04-01,U,ENDOWMENT,ACTIVE,2021-01-16,278907.68,ail
AIL0000225,100-00-0439,RONALD,SMITH,1967-04-01,U,UNIVERSAL_LIFE,ACTIVE,2013-12-28,501322.53,ail
AIL0000226,100-00-0442,CHARLES,WARE,1984-09-29,U,WHOLE_LIFE,LAPSED,2013-01-24,518763.99,ail
AIL0000227,100-00-0442,CHARLES,WARE,1984-09-29,U,ENDOWMENT,PENDING,2019-10-02,86653.54,ail
AIL0000228,100-00-0446,REBECCA,GARDNER,1985-02-27,M,WHOLE_LIFE,ACTIVE,2013-12-18,118628.67,ail
AIL0000229,100-00-0446,REBECCA,GARDNER,1985-02-27,M,ENDOWMENT,ACTIVE,2009-12-24,549370.61,ail
AIL0000230,100-00-0450,MARY,AGUILAR,1963-05-17,U,WHOLE_LIFE,ACTIVE,2015-05-22,538087.46,ail
AIL0000231,100-00-0451,EARL,ANDERSON,1984-06-21,M,TERM_10,ACTIVE,2025-08-25,21160.69,ail
AIL0000232,100-00-0453,KYLE,NOLAN,1986-02-16,U,WHOLE_LIFE,ACTIVE,2022-08-04,50422.30,ail
AIL0000233,100-00-0456,LAURA,VALENCIA,1979-04-12,M,WHOLE_LIFE,ACTIVE,2012-02-26,23002.64,ail
AIL0000234,100-00-0456,LAURA,VALENCIA,1979-04-12,M,TERM_10,ACTIVE,2012-09-11,26771.39,ail
AIL0000235,100-00-0458,RACHEL,CLARK,1973-10-29,F,UNIVERSAL_LIFE,ACTIVE,2012-06-04,485273.88,ail
AIL0000236,100-00-0459,JOHN,GARCIA,2000-04-27,F,TERM_10,ACTIVE,2019-09-29,239558.24,ail
AIL0000237,100-00-0460,KIMBERLY,HENSON,1990-08-05,M,WHOLE_LIFE,ACTIVE,2005-02-06,44115.69,ail
AIL0000238,100-00-0462,RICHARD,OLIVER,1975-11-12,U,WHOLE_LIFE,ACTIVE,2017-01-16,47315.86,ail
AIL0000239,100-00-0462,RICHARD,OLIVER,1975-11-12,U,ENDOWMENT,ACTIVE,2024-05-07,252771.50,ail
AIL0000240,100-00-0463,ERIC,SPEARS,1987-11-03,U,TERM_10,LAPSED,2007-07-25,94079.40,ail
AIL0000241,100-00-0467,MICHELLE,CHERRY,1970-08-14,M,TERM_20,ACTIVE,2011-09-03,518033.67,ail
AIL0000242,100-00-0467,MICHELLE,CHERRY,1970-08-14,M,ENDOWMENT,ACTIVE,2011-11-07,21830.45,ail
AIL0000243,100-00-0469,LISA,KEITH,1999-07-16,F,ENDOWMENT,ACTIVE,2017-11-22,242303.88,ail
AIL0000244,100-00-0471,ANGEL,DOYLE,1968-01-17,U,TERM_10,ACTIVE,2008-11-20,433373.10,ail
AIL0000245,100-00-0471,ANGEL,DOYLE,1968-01-17,U,WHOLE_LIFE,ACTIVE,2015-02-12,410722.25,ail
AIL0000246,100-00-0472,MARTIN,GALVAN,1995-02-04,F,UNIVERSAL_LIFE,ACTIVE,2013-08-12,501087.60,ail
AIL0000247,,LEAH,SHIELDS,1971-12-20,M,TERM_10,ACTIVE,2015-12-18,41653.41,ail
AIL0000248,100-00-0475,LEAH,SHIELDS,1971-12-20,M,UNIVERSAL_LIFE,ACTIVE,2011-03-02,50752.17,ail
AIL0000249,100-00-0477,LISA,ADAMS,1977-02-27,M,TERM_20,LAPSED,2016-02-10,502161.20,ail
AIL0000250,100-00-0477,LISA,ADAMS,1977-02-27,M,UNIVERSAL_LIFE,ACTIVE,2023-06-20,101681.74,ail
AIL0000251,100-00-0478,KRISTIN,RODRIGUEZ,1969-12-23,M,UNIVERSAL_LIFE,ACTIVE,2007-04-19,45954.18,ail
AIL0000252,100-00-0478,KRISTIN,RODRIGUEZ,1969-12-23,M,TERM_10,ACTIVE,2024-05-04,24390.70,ail
AIL0000253,100-00-0478,KRISTIN,RODRIGUEZ,1969-12-23,M,ENDOWMENT,ACTIVE,2021-07-18,537826.72,ail
AIL0000254,100-00-0482,MONICA,GARRISON,1975-09-07,F,ENDOWMENT,ACTIVE,2008-02-15,56270.60,ail
AIL0000255,100-00-0486,JEFFREY,VELASQUEZ,1969-12-31,M,TERM_20,ACTIVE,2017-01-31,46473.07,ail
AIL0000256,100-00-0488,STEVEN,TORRES,1977-11-15,F,UNIVERSAL_LIFE,CANCELLED,2016-07-16,21355.89,ail
AIL0000257,100-00-0488,STEVEN,TORRES,1977-11-15,F,TERM_10,LAPSED,2011-03-22,54028.53,ail
AIL0000258,100-00-0488,STEVEN,TORRES,1977-11-15,F,UNIVERSAL_LIFE,ACTIVE,2023-08-01,55229.47,ail
AIL0000259,100-00-0490,LAURA,PEREZ,1998-10-09,M,WHOLE_LIFE,ACTIVE,2019-01-31,237517.23,ail
AIL0000260,100-00-0490,LAURA,PEREZ,1998-10-09,M,UNIVERSAL_LIFE,PENDING,2021-10-26,107788.14,ail
AIL0000261,100-00-0493,ANDREW,LEE,1975-10-02,U,TERM_20,CANCELLED,2005-01-21,27309.32,ail
AIL0000262,100-00-0496,MARK,LIN,1977-12-05,U,UNIVERSAL_LIFE,ACTIVE,2013-12-03,59362.57,ail
AIL0000263,100-00-0496,MARK,LIN,1977-12-05,U,ENDOWMENT,CANCELLED,2023-07-31,93510.21,ail
AIL0000264,100-00-0501,TAMMY,RAMIREZ,1974-11-08,M,UNIVERSAL_LIFE,ACTIVE,2025-01-20,20459.43,ail
AIL0000265,,TAMMY,RAMIREZ,1974-11-08,M,UNIVERSAL_LIFE,ACTIVE,2025-11-05,48825.72,ail
AIL0000266,100-00-0506,DARLENE,ROSS,1999-05-05,F,TERM_20,ACTIVE,2007-12-17,86359.10,ail
AIL0000267,100-00-0506,DARLENE,ROSS,1999-05-05,F,TERM_10,ACTIVE,2013-01-31,83296.82,ail
AIL0000268,100-00-0507,TINA,HERRERA,1986-01-16,F,WHOLE_LIFE,ACTIVE,2021-04-14,48584.62,ail
AIL0000269,100-00-0507,TINA,HERRERA,1986-01-16,F,UNIVERSAL_LIFE,ACTIVE,2015-09-12,21327.00,ail
AIL0000270,100-00-0509,SHEILA,WILSON,1964-11-11,U,TERM_10,ACTIVE,2023-04-30,29881.55,ail
AIL0000271,100-00-0509,SHEILA,WILSON,1964-11-11,U,WHOLE_LIFE,ACTIVE,2010-02-19,208933.11,ail
AIL0000272,100-00-0510,TARA,WHITE,1975-07-04,U,TERM_10,ACTIVE,2008-01-29,277346.05,ail
AIL0000273,100-00-0510,TARA,WHITE,1975-07-04,U,ENDOWMENT,ACTIVE,2020-03-10,41368.23,ail
AIL0000274,100-00-0514,SYDNEY,BAKER,1979-07-29,U,UNIVERSAL_LIFE,ACTIVE,2021-03-16,52561.60,ail
AIL0000275,100-00-0517,DANIEL,HAMILTON,1965-03-09,F,WHOLE_LIFE,ACTIVE,2009-11-15,28965.93,ail
AIL0000276,100-00-0522,JESSICA,EDWARDS,1968-07-11,F,WHOLE_LIFE,ACTIVE,2014-08-19,111643.07,ail
AIL0000277,100-00-0527,CATHERINE,DIXON,1991-10-17,F,WHOLE_LIFE,LAPSED,2021-03-05,456984.16,ail
AIL0000278,100-00-0527,CATHERINE,DIXON,1991-10-17,F,TERM_10,LAPSED,2019-10-08,88217.83,ail
AIL0000279,100-00-0528,PAUL,RAY,1983-04-28,U,UNIVERSAL_LIFE,ACTIVE,2006-03-24,49897.75,ail
AIL0000280,100-00-0529,JONATHAN,FLETCHER,1976-05-03,F,TERM_10,ACTIVE,2024-12-07,29868.83,ail
AIL0000281,100-00-0531,AARON,FROST,1989-10-17,F,UNIVERSAL_LIFE,PENDING,2014-06-10,101854.25,ail
AIL0000282,100-00-0531,AARON,FROST,1989-10-17,F,TERM_20,ACTIVE,2022-04-12,20166.89,ail
AIL0000283,100-00-0532,AMANDA,BALL,1974-01-30,U,ENDOWMENT,LAPSED,2022-09-14,250661.06,ail
AIL0000284,100-00-0532,AMANDA,BALL,1974-01-30,U,ENDOWMENT,ACTIVE,2014-07-02,208242.78,ail
AIL0000285,100-00-0532,AMANDA,BALL,1974-01-30,U,TERM_10,ACTIVE,2006-11-16,83160.86,ail
AIL0000286,100-00-0537,JUDY,LAMBERT,1992-04-14,F,TERM_10,ACTIVE,2019-03-25,23101.69,ail
AIL0000287,100-00-0538,MICHAEL,JONES,1973-11-15,U,TERM_20,ACTIVE,2014-09-30,24533.72,ail
AIL0000288,100-00-0543,ELIZABETH,RIVERA,1974-08-19,F,WHOLE_LIFE,ACTIVE,2008-12-09,20126.65,ail
AIL0000289,100-00-0543,ELIZABETH,RIVERA,1974-08-19,F,TERM_20,ACTIVE,2012-10-11,503444.57,ail
AIL0000290,100-00-0547,LEE,CHARLES,1984-11-13,M,WHOLE_LIFE,ACTIVE,2022-07-09,109317.43,ail
AIL0000291,100-00-0550,JENNIFER,EVANS,1978-11-10,U,WHOLE_LIFE,ACTIVE,2016-10-01,22629.50,ail
AIL0000292,100-00-0552,KYLE,ORTIZ,1990-05-20,U,TERM_10,ACTIVE,2006-03-31,285935.98,ail
AIL0000293,100-00-0556,RICHARD,PHILLIPS,1987-08-11,U,WHOLE_LIFE,CANCELLED,2017-11-15,22284.04,ail
AIL0000294,100-00-0558,DAVID,FISHER,1978-03-20,U,TERM_10,CANCELLED,2006-01-12,236397.65,ail
AIL0000295,100-00-0561,SHELBY,BYRD,1973-08-18,F,TERM_20,ACTIVE,2017-05-27,222451.53,ail
AIL0000296,100-00-0561,SHELBY,BYRD,1973-08-18,F,WHOLE_LIFE,ACTIVE,2006-10-01,474561.63,ail
AIL0000297,100-00-0562,RAVEN,GILBERT,1979-04-14,U,TERM_20,LAPSED,2006-01-12,206892.64,ail
AIL0000298,100-00-0562,RAVEN,GILBERT,1979-04-14,U,TERM_20,ACTIVE,2011-12-21,83455.42,ail
AIL0000299,100-00-0564,KEVIN,KELLEY,1989-05-14,F,UNIVERSAL_LIFE,PENDING,2011-10-26,448516.80,ail
AIL0000300,100-00-0569,AARON,MITCHELL,1979-10-26,F,WHOLE_LIFE,CANCELLED,2021-06-06,552096.44,ail
AIL0000301,100-00-0569,AARON,MITCHELL,1979-10-26,F,WHOLE_LIFE,PENDING,2005-07-15,50830.90,ail
AIL0000302,100-00-0573,RUSSELL,CARPENTER,1982-12-06,F,WHOLE_LIFE,ACTIVE,2019-09-29,284900.60,ail
AIL0000303,100-00-0575,DIANA,MARSHALL,1989-07-21,M,TERM_10,LAPSED,2014-06-02,296118.51,ail
AIL0000304,100-00-0575,DIANA,MARSHALL,1989-07-21,M,ENDOWMENT,ACTIVE,2007-02-02,29212.74,ail
AIL0000305,100-00-0575,DIANA,MARSHALL,1989-07-21,M,ENDOWMENT,ACTIVE,2025-02-01,98338.32,ail
AIL0000306,100-00-0577,SCOTT,LEWIS,1983-02-14,U,UNIVERSAL_LIFE,ACTIVE,2023-05-24,207483.05,ail
AIL0000307,100-00-0580,THOMAS,SANTANA,1975-01-13,M,UNIVERSAL_LIFE,LAPSED,2011-07-18,114036.55,ail
AIL0000308,100-00-0585,LAURA,JACKSON,1990-03-07,F,TERM_10,ACTIVE,2012-02-19,227195.59,ail
AIL0000309,100-00-0585,LAURA,JACKSON,1990-03-07,F,UNIVERSAL_LIFE,ACTIVE,2022-04-11,421794.57,ail
AIL0000310,100-00-0587,CHRISTOPHER,ROBERTSON,1996-03-06,M,TERM_20,ACTIVE,2017-01-08,118585.39,ail
AIL0000311,100-00-0589,CYNTHIA,ROGERS,1961-02-04,M,ENDOWMENT,ACTIVE,2007-01-11,56151.94,ail
AIL0000312,100-00-0589,CYNTHIA,ROGERS,1961-02-04,M,TERM_20,ACTIVE,2023-10-01,85932.95,ail
AIL0000313,100-00-0591,LORETTA,POTTER,1981-04-24,U,UNIVERSAL_LIFE,CANCELLED,2011-09-15,112803.58,ail
AIL0000314,100-00-0593,EMILY,WALKER,1980-06-05,F,TERM_10,ACTIVE,2017-05-04,41894.51,ail
AIL0000315,100-00-0594,JAMES,JOHNSON,1968-09-20,U,TERM_20,ACTIVE,2022-07-08,42614.30,ail
AIL0000316,100-00-0599,JOHN,ALVAREZ,1982-03-05,F,WHOLE_LIFE,ACTIVE,2006-11-20,517223.75,ail
AIL0000317,100-00-0599,JOHN,ALVAREZ,1982-03-05,F,TERM_10,ACTIVE,2006-06-13,58049.92,ail
AIL0000318,100-00-0599,JOHN,ALVAREZ,1982-03-05,F,WHOLE_LIFE,ACTIVE,2024-01-02,84901.11,ail
AIL0000319,100-00-0603,MELISSA,JONES,1966-08-14,U,UNIVERSAL_LIFE,ACTIVE,2023-06-07,249612.64,ail
AIL0000320,100-00-0605,ROBERT,SOTO,2000-01-16,M,WHOLE_LIFE,ACTIVE,2009-03-14,91194.18,ail
AIL0000321,100-00-0606,JAMES,HORTON,1969-10-25,M,UNIVERSAL_LIFE,ACTIVE,2019-07-09,99955.66,ail
AIL0000322,100-00-0606,JAMES,HORTON,1969-10-25,M,ENDOWMENT,ACTIVE,2011-04-11,213723.60,ail
AIL0000323,100-00-0610,TROY,SANCHEZ,1980-11-02,M,TERM_20,ACTIVE,2017-03-12,29894.04,ail
AIL0000324,100-00-0610,TROY,SANCHEZ,1980-11-02,M,TERM_20,ACTIVE,2022-07-12,234403.41,ail
AIL0000325,100-00-0610,TROY,SANCHEZ,1980-11-02,M,TERM_20,ACTIVE,2009-01-13,23188.78,ail
AIL0000326,100-00-0615,DIANA,SMITH,1971-03-06,M,TERM_10,ACTIVE,2016-11-16,110673.69,ail
AIL0000327,100-00-0615,DIANA,SMITH,1971-03-06,M,WHOLE_LIFE,LAPSED,2019-09-26,45330.54,ail
AIL0000328,100-00-0615,DIANA,SMITH,1971-03-06,M,TERM_20,CANCELLED,2009-12-03,569301.02,ail
AIL0000329,100-00-0620,KAREN,CARRILLO,1965-12-24,F,TERM_20,CANCELLED,2008-11-24,44731.02,ail
AIL0000330,100-00-0620,KAREN,CARRILLO,1965-12-24,F,ENDOWMENT,CANCELLED,2005-08-20,117902.35,ail
AIL0000331,100-00-0620,KAREN,CARRILLO,1965-12-24,F,WHOLE_LIFE,ACTIVE,2023-10-08,254212.46,ail
AIL0000332,,DANIEL,COLEMAN,1985-01-26,U,ENDOWMENT,ACTIVE,2009-11-28,25264.49,ail
AIL0000333,100-00-0629,GREGORY,RUBIO,1993-11-17,F,TERM_20,ACTIVE,2021-01-30,58375.62,ail
AIL0000334,100-00-0632,APRIL,WILLIAMS,1996-07-23,U,TERM_20,PENDING,2020-10-21,55487.33,ail
AIL0000335,100-00-0637,JOHN,CHARLES,1979-02-21,U,TERM_20,ACTIVE,2019-11-08,258601.67,ail
AIL0000336,100-00-0642,STEPHEN,SOLIS,2000-03-30,M,ENDOWMENT,ACTIVE,2014-10-19,264918.03,ail
AIL0000337,100-00-0646,ELIZABETH,TRAVIS,1980-03-09,F,TERM_10,ACTIVE,2022-08-27,88929.49,ail
AIL0000338,100-00-0646,ELIZABETH,TRAVIS,1980-03-09,F,ENDOWMENT,ACTIVE,2021-06-18,85093.93,ail
AIL0000339,100-00-0646,ELIZABETH,TRAVIS,1980-03-09,F,ENDOWMENT,ACTIVE,2022-04-16,406476.55,ail
AIL0000340,100-00-0650,CAITLIN,DODSON,1997-09-03,U,TERM_20,PENDING,2016-02-17,46623.37,ail
AIL0000341,100-00-0652,PATRICIA,SALAZAR,1994-05-09,U,TERM_20,ACTIVE,2024-11-09,28216.62,ail
AIL0000342,100-00-0655,JENNIFER,WAGNER,1988-02-11,M,WHOLE_LIFE,ACTIVE,2010-08-07,23504.81,ail
AIL0000343,100-00-0659,MARIA,KELLEY,1979-09-24,M,UNIVERSAL_LIFE,ACTIVE,2014-05-31,57691.04,ail
AIL0000344,100-00-0662,PHYLLIS,MANNING,1970-07-08,F,TERM_10,ACTIVE,2023-08-04,278873.00,ail
AIL0000345,100-00-0665,THOMAS,GREEN,1974-05-05,U,WHOLE_LIFE,ACTIVE,2023-12-21,22949.09,ail
AIL0000346,100-00-0668,JOHN,WALSH,1966-03-17,M,WHOLE_LIFE,ACTIVE,2013-06-03,54639.70,ail
AIL0000347,100-00-0669,KATIE,BOYD,1977-03-07,U,TERM_10,ACTIVE,2025-01-13,270450.46,ail
AIL0000348,100-00-0669,KATIE,BOYD,1977-03-07,U,TERM_10,ACTIVE,2014-09-27,41071.11,ail
AIL0000349,100-00-0669,KATIE,BOYD,1977-03-07,U,TERM_10,ACTIVE,2017-06-06,453052.95,ail
AIL0000350,100-00-0671,COURTNEY,HILL,1991-09-08,M,UNIVERSAL_LIFE,ACTIVE,2017-04-30,215358.99,ail
AIL0000351,100-00-0673,CHRIS,MITCHELL,1978-08-11,F,TERM_10,ACTIVE,2019-01-08,496065.68,ail
AIL0000352,100-00-0673,CHRIS,MITCHELL,1978-08-11,F,UNIVERSAL_LIFE,ACTIVE,2011-07-19,24735.71,ail
AIL0000353,100-00-0674,JOSEPH,FLORES,1984-05-04,F,TERM_20,CANCELLED,2010-12-11,26418.66,ail
AIL0000354,100-00-0674,JOSEPH,FLORES,1984-05-04,F,UNIVERSAL_LIFE,ACTIVE,2013-04-15,48915.51,ail
AIL0000355,100-00-0677,AMBER,TAYLOR,1962-10-17,M,WHOLE_LIFE,ACTIVE,2017-08-28,21511.31,ail
AIL0000356,100-00-0677,AMBER,TAYLOR,1962-10-17,M,TERM_10,ACTIVE,2012-09-17,482797.33,ail
AIL0000357,100-00-0681,JESSE,BENSON,1977-06-21,U,UNIVERSAL_LIFE,ACTIVE,2023-05-11,483726.41,ail
AIL0000358,100-00-0681,JESSE,BENSON,1977-06-21,U,WHOLE_LIFE,ACTIVE,2010-04-15,229885.21,ail
AIL0000359,100-00-0685,JASMINE,BROWN,1998-06-06,U,WHOLE_LIFE,CANCELLED,2022-12-15,535506.98,ail
AIL0000360,100-00-0685,JASMINE,BROWN,1998-06-06,U,TERM_10,LAPSED,2015-01-27,58981.23,ail
AIL0000361,100-00-0685,JASMINE,BROWN,1998-06-06,U,UNIVERSAL_LIFE,ACTIVE,2007-10-31,24233.75,ail
AIL0000362,100-00-0686,RICK,DANIELS,1981-05-24,M,WHOLE_LIFE,ACTIVE,2008-04-26,451577.27,ail
AIL0000363,100-00-0686,RICK,DANIELS,1981-05-24,M,ENDOWMENT,ACTIVE,2017-06-24,255205.42,ail
AIL0000364,100-00-0690,ROBERT,CLARK,1973-05-24,F,WHOLE_LIFE,ACTIVE,2022-08-23,517515.22,ail
AIL0000365,100-00-0690,ROBERT,CLARK,1973-05-24,F,WHOLE_LIFE,CANCELLED,2008-04-29,517586.83,ail
AIL0000366,100-00-0693,ROBERT,STEIN,1984-02-22,U,UNIVERSAL_LIFE,ACTIVE,2007-04-08,114699.01,ail
AIL0000367,100-00-0697,BRANDY,DOMINGUEZ,1995-11-18,U,UNIVERSAL_LIFE,ACTIVE,2017-10-31,494609.32,ail
AIL0000368,100-00-0697,BRANDY,DOMINGUEZ,1995-11-18,U,TERM_20,ACTIVE,2018-08-27,203878.25,ail
AIL0000369,,MELISSA,CANNON,1981-11-25,M,TERM_20,ACTIVE,2015-08-29,115881.25,ail
AIL0000370,100-00-0704,OMAR,SMITH,1979-07-20,F,TERM_20,PENDING,2024-04-01,29724.97,ail
AIL0000371,100-00-0704,OMAR,SMITH,1979-07-20,F,WHOLE_LIFE,ACTIVE,2014-12-09,90776.80,ail
AIL0000372,100-00-0707,MICHAEL,MOLINA,1977-06-11,F,TERM_20,LAPSED,2023-06-25,274094.48,ail
AIL0000373,100-00-0708,MELISSA,ASHLEY,1992-06-25,M,TERM_10,LAPSED,2008-07-26,23111.23,ail
AIL0000374,100-00-0712,ROBERT,ADKINS,1965-09-22,U,TERM_10,LAPSED,2017-10-03,21737.37,ail
AIL0000375,100-00-0716,AMY,MORRISON,1961-03-17,F,TERM_20,ACTIVE,2015-03-29,29180.31,ail
AIL0000376,100-00-0721,JEFFREY,ROBINSON,1985-04-25,U,UNIVERSAL_LIFE,ACTIVE,2013-11-26,26811.74,ail
AIL0000377,100-00-0726,RYAN,JOHNSON,1963-10-07,U,TERM_10,LAPSED,2024-07-10,258688.02,ail
AIL0000378,100-00-0727,MATTHEW,SHELTON,1966-02-01,F,TERM_10,CANCELLED,2023-08-21,22850.69,ail
AIL0000379,100-00-0731,RICHARD,MARTIN,1962-04-03,F,TERM_20,ACTIVE,2009-10-22,52947.60,ail
AIL0000380,100-00-0731,RICHARD,MARTIN,1962-04-03,F,WHOLE_LIFE,ACTIVE,2016-07-06,28646.30,ail
AIL0000381,100-00-0733,TANNER,ANDERSON,1974-09-07,M,ENDOWMENT,LAPSED,2008-11-19,560172.96,ail
AIL0000382,100-00-0737,CINDY,JOHNSON,1974-08-30,F,TERM_20,ACTIVE,2020-11-29,96952.27,ail
AIL0000383,100-00-0741,PHILLIP,ELLIOTT,1972-06-24,F,WHOLE_LIFE,ACTIVE,2011-10-12,564862.16,ail
AIL0000384,100-00-0745,ANTHONY,DAY,1997-06-14,M,TERM_20,ACTIVE,2023-12-01,102458.28,ail
AIL0000385,100-00-0745,ANTHONY,DAY,1997-06-14,M,TERM_20,CANCELLED,2007-06-05,206383.71,ail
AIL0000386,100-00-0745,ANTHONY,DAY,1997-06-14,M,TERM_10,CANCELLED,2010-11-10,87534.40,ail
AIL0000387,100-00-0748,DEREK,MURRAY,1960-11-13,U,TERM_10,LAPSED,2022-12-30,480819.69,ail
AIL0000388,100-00-0748,DEREK,MURRAY,1960-11-13,U,UNIVERSAL_LIFE,ACTIVE,2019-09-14,299746.91,ail
AIL0000389,100-00-0752,BRENT,GRAY,1962-05-03,F,TERM_10,ACTIVE,2018-01-29,563202.94,ail
AIL0000390,100-00-0752,BRENT,GRAY,1962-05-03,F,ENDOWMENT,ACTIVE,2019-04-27,290652.65,ail
AIL0000391,100-00-0757,JASON,MURPHY,1989-02-28,M,TERM_10,LAPSED,2019-10-02,436227.17,ail
AIL0000392,100-00-0759,KATHLEEN,GRAY,1993-10-31,M,WHOLE_LIFE,ACTIVE,2017-07-16,58938.47,ail
AIL0000393,100-00-0759,KATHLEEN,GRAY,1993-10-31,M,TERM_20,ACTIVE,2010-01-04,96818.90,ail
AIL0000394,100-00-0760,KAREN,DECKER,1968-12-10,M,ENDOWMENT,ACTIVE,2024-02-04,24705.37,ail
AIL0000395,100-00-0762,JOHNNY,MILLER,1966-11-01,M,UNIVERSAL_LIFE,ACTIVE,2015-08-05,50009.55,ail
AIL0000396,100-00-0762,JOHNNY,MILLER,1966-11-01,M,TERM_10,ACTIVE,2014-04-08,28708.49,ail
AIL0000397,100-00-0767,ANDREW,RYAN,1981-03-29,U,TERM_10,LAPSED,2025-01-10,214322.42,ail
AIL0000398,100-00-0767,ANDREW,RYAN,1981-03-29,U,WHOLE_LIFE,ACTIVE,2015-12-09,105241.31,ail
AIL0000399,100-00-0767,ANDREW,RYAN,1981-03-29,U,TERM_10,ACTIVE,2011-02-19,55223.87,ail
AIL0000400,100-00-0769,ZOE,BELL,1985-04-19,M,UNIVERSAL_LIFE,ACTIVE,2006-12-23,52289.59,ail
AIL0000401,100-00-0769,ZOE,BELL,1985-04-19,M,TERM_20,PENDING,2015-09-16,200466.91,ail
AIL0000402,100-00-0770,DEBRA,HARRINGTON,1991-05-18,F,TERM_10,ACTIVE,2021-12-23,438115.34,ail
AIL0000403,100-00-0770,DEBRA,HARRINGTON,1991-05-18,F,ENDOWMENT,ACTIVE,2024-09-02,92483.69,ail
AIL0000404,100-00-0774,DENISE,WEBSTER,1967-07-12,U,ENDOWMENT,ACTIVE,2023-06-24,22982.02,ail
AIL0000405,100-00-0777,STEFANIE,GONZALEZ,1993-07-20,U,TERM_20,LAPSED,2024-12-01,46854.66,ail
AIL0000406,100-00-0782,ANDREW,HERNANDEZ,1994-11-21,M,TERM_10,ACTIVE,2025-05-05,201912.47,ail
AIL0000407,100-00-0783,DAVID,CALDWELL,1964-11-06,U,WHOLE_LIFE,ACTIVE,2016-04-26,42463.24,ail
AIL0000408,100-00-0786,ANNE,ROBINSON,1973-12-29,U,WHOLE_LIFE,ACTIVE,2022-04-20,524626.96,ail
AIL0000409,100-00-0786,ANNE,ROBINSON,1973-12-29,U,UNIVERSAL_LIFE,ACTIVE,2019-08-30,20482.35,ail
AIL0000410,100-00-0787,HOLLY,WANG,1977-10-16,U,WHOLE_LIFE,ACTIVE,2015-08-23,44109.90,ail
AIL0000411,100-00-0791,GARY,LAWSON,1963-05-30,U,TERM_10,ACTIVE,2019-11-11,453995.43,ail
AIL0000412,100-00-0791,GARY,LAWSON,1963-05-30,U,TERM_20,ACTIVE,2025-02-26,25115.85,ail
AIL0000413,100-00-0793,JULIE,WILSON,1964-07-27,U,ENDOWMENT,PENDING,2009-06-16,439949.88,ail
AIL0000414,100-00-0795,LORI,OCONNELL,1998-02-21,U,TERM_10,ACTIVE,2014-03-11,86414.94,ail
AIL0000415,100-00-0798,DANIEL,JOHNSON,1996-02-18,M,WHOLE_LIFE,LAPSED,2010-04-06,20127.49,ail
AIL0000416,100-00-0803,LARRY,BYRD,1995-02-08,M,WHOLE_LIFE,CANCELLED,2008-05-06,27795.26,ail
AIL0000417,100-00-0803,LARRY,BYRD,1995-02-08,M,TERM_20,ACTIVE,2019-06-15,49135.02,ail
AIL0000418,100-00-0808,SUSAN,SANDERS,1983-11-24,F,TERM_20,ACTIVE,2008-12-02,28522.49,ail
AIL0000419,100-00-0811,JENNIFER,JONES,1963-02-03,U,TERM_10,ACTIVE,2024-02-04,20096.72,ail
AIL0000420,100-00-0814,HANNAH,BURTON,1960-07-26,F,TERM_20,ACTIVE,2018-12-12,115139.02,ail
AIL0000421,100-00-0814,HANNAH,BURTON,1960-07-26,F,UNIVERSAL_LIFE,ACTIVE,2013-12-28,296230.99,ail
AIL0000422,100-00-0817,CURTIS,BARTON,1964-09-25,F,WHOLE_LIFE,PENDING,2014-06-17,42261.13,ail
AIL0000423,100-00-0821,MELISSA,BURKE,1988-07-05,F,ENDOWMENT,ACTIVE,2007-04-30,291122.68,ail
