policy_number,bank_name,routing_number,account_number,account_type,effective_date,org_code
AIL0000303,"CAMACHO, HERNANDEZ AND MEJIA",175145733,5095943641,CHECKING,2014-06-02,ail
AIL0000304,PARKER INC,781146329,5260661552,CHECKING,2007-02-02,ail
AIL0000305,FERGUSON INC,234820097,1394103590,CHECKING,2025-02-01,ail
AIL0000306,FERNANDEZ INC,353736066,3179371871,SAVINGS,2023-05-24,ail
AIL0000307,HARRELL-HEBERT,878451124,7301035934,CHECKING,2011-07-18,ail
AIL0000308,"CLARK, TURNER AND COLEMAN",874891307,1848411797,SAVINGS,2012-02-19,ail
AIL0000309,HALL-GILLESPIE,289446179,3602111250,SAVINGS,2022-04-11,ail
AIL0000310,JOHNSON-RICH,406395333,7770680211,CHECKING,2017-01-08,ail
AIL0000311,MARTINEZ-GOULD,391908293,3066612454,SAVINGS,2007-01-11,ail
AIL0000312,WALLACE LTD,527611745,2622284281,SAVINGS,2023-10-01,ail
AIL0000313,"CLARK, WILLIAMS AND GONZALES",573923944,3070177372,SAVINGS,2011-09-15,ail
AIL0000314,HARRIS GROUP,558914339,4668083380,SAVINGS,2017-05-04,ail
AIL0000315,"OLSEN, DAVIS AND THOMPSON",739073265,3307246477,CHECKING,2022-07-08,ail
AIL0000316,"RAMSEY, MARTINEZ AND SHERMAN",376264887,6928988627,SAVINGS,2006-11-20,ail
AIL0000317,SHEPARD LTD,587052625,6511412632,SAVINGS,2006-06-13,ail
AIL0000318,"HOWARD, COWAN AND PERRY",177244613,2431229740,SAVINGS,2024-01-02,ail
AIL0000319,GALLOWAY PLC,310148188,1814436678,CHECKING,2023-06-07,ail
AIL0000320,WOODS-HICKS,637622321,6902392354,SAVINGS,2009-03-14,ail
AIL0000321,SMITH-JAMES,546483500,9333460559,SAVINGS,2019-07-09,ail
AIL0000322,ROSS-MATHEWS,512357040,7397573322,CHECKING,2011-04-11,ail
AIL0000323,WARD-COLLINS,538932325,4801044279,CHECKING,2017-03-12,ail
AIL0000324,HAMILTON LTD,513203779,1697341120,SAVINGS,2022-07-12,ail
AIL0000325,PEREZ-HAYNES,374081636,8340650878,SAVINGS,2009-01-13,ail
AIL0000326,"SCHNEIDER, PRICE AND RUIZ",847813304,9837774039,SAVINGS,2016-11-16,ail
AIL0000327,BLAIR-MERRITT,555309840,4159653716,CHECKING,2019-09-26,ail
AIL0000328,TAYLOR AND SONS,612953915,8787318635,CHECKING,2009-12-03,ail
AIL0000329,CUNNINGHAM AND SONS,848904238,5930125453,SAVINGS,2008-11-24,ail
AIL0000330,"MOORE, NEAL AND FARMER",831289574,5927905410,CHECKING,2005-08-20,ail
AIL0000331,CARLSON AND SONS,746552918,1693325479,CHECKING,2023-10-08,ail
AIL0000332,"GUERRERO, WATSON AND PERRY",927825086,9986384992,SAVINGS,2009-11-28,ail
AIL0000333,BARNES AND SONS,526991604,9935027997,CHECKING,2021-01-30,ail
AIL0000334,"SANFORD, HARMON AND PATRICK",554133586,7128366328,SAVINGS,2020-10-21,ail
AIL0000335,DIAZ INC,637565427,1381708520,SAVINGS,2019-11-08,ail
AIL0000336,JOHNSON AND SONS,974270684,5907917027,CHECKING,2014-10-19,ail
AIL0000337,POWELL-BROOKS,903470543,2323280914,CHECKING,2022-08-27,ail
AIL0000338,HOWELL-JOHNSON,976591420,3111935339,CHECKING,2021-06-18,ail
AIL0000339,RIVERA GROUP,174991729,2850914417,CHECKING,2022-04-16,ail
AIL0000340,MOSS AND SONS,502278868,1576951818,SAVINGS,2016-02-17,ail
AIL0000341,WILLIAMS-BENNETT,295404184,5768436968,CHECKING,2024-11-09,ail
AIL0000342,"SHARP, JACKSON AND GARCIA",299327335,1863034397,CHECKING,2010-08-07,ail
AIL0000343,PRINCE-DAVIS,968848930,4260587490,SAVINGS,2014-05-31,ail
AIL0000344,RODRIGUEZ GROUP,538937500,3733461689,CHECKING,2023-08-04,ail
AIL0000345,LUCERO-CHASE,414741200,5663076330,CHECKING,2023-12-21,ail
AIL0000346,"ALEXANDER, VINCENT AND PACHECO",397171155,5570972363,CHECKING,2013-06-03,ail
AIL0000347,COLLINS GROUP,728833035,6303340258,SAVINGS,2025-01-13,ail
AIL0000348,ANDERSON-DOUGLAS,822418424,4266466941,CHECKING,2014-09-27,ail
AIL0000349,KRUEGER-BARNETT,165558887,5102611752,CHECKING,2017-06-06,ail
AIL0000350,WOODS LTD,203983146,4400697308,SAVINGS,2017-04-30,ail
AIL0000351,"GONZALEZ, ROBINSON AND ANDERSON",747450075,7382004228,SAVINGS,2019-01-08,ail
AIL0000352,PEREZ INC,748939011,7139456572,SAVINGS,2011-07-19,ail
AIL0000353,"DAVIS, POWELL AND EATON",832141597,9118141883,SAVINGS,2010-12-11,ail
AIL0000354,WRIGHT LLC,977082994,7006388717,CHECKING,2013-04-15,ail
AIL0000355,BLAIR LLC,482283477,9044806328,CHECKING,2017-08-28,ail
AIL0000356,PAGE-MURRAY,103312131,8294178468,CHECKING,2012-09-17,ail
AIL0000357,"MEYER, RAY AND STEPHENSON",127574144,3585180243,SAVINGS,2023-05-11,ail
AIL0000358,MURPHY LLC,850829666,6362428326,SAVINGS,2010-04-15,ail
AIL0000359,"THOMAS, DOYLE AND ROSALES",763950073,9030957760,SAVINGS,2022-12-15,ail
AIL0000360,"BULLOCK, CRUZ AND WILLIAMS",808914863,1807174408,SAVINGS,2015-01-27,ail
AIL0000361,PETTY INC,117856651,8017020095,CHECKING,2007-10-31,ail
AIL0000362,WALTERS AND SONS,967108597,8455260207,SAVINGS,2008-04-26,ail
AIL0000363,SANDERS INC,350781693,7900994599,SAVINGS,2017-06-24,ail
AIL0000364,"CASTILLO, MATHEWS AND LOPEZ",893714928,5644445498,SAVINGS,2022-08-23,ail
AIL0000365,"SULLIVAN, HANEY AND CHAVEZ",611232011,4887816258,SAVINGS,2008-04-29,ail
AIL0000366,GARDNER-WILSON,415532960,3607791648,CHECKING,2007-04-08,ail
AIL0000367,RIOS-ROBERTSON,658404186,1136346958,SAVINGS,2017-10-31,ail
AIL0000368,ROGERS-STAFFORD,955579783,5669015536,SAVINGS,2018-08-27,ail
AIL0000369,PETERSON-WIGGINS,280445368,9145012813,CHECKING,2015-08-29,ail
AIL0000370,"BRYANT, DAVIS AND CHASE",617724535,2034664545,CHECKING,2024-04-01,ail
AIL0000371,"BAKER, CASEY AND SIMMONS",283001054,1384106725,SAVINGS,2014-12-09,ail
AIL0000372,OCONNELL AND SONS,868546986,1125506598,SAVINGS,2023-06-25,ail
AIL0000373,PEREZ GROUP,511769051,8586238650,CHECKING,2008-07-26,ail
AIL0000374,MARTINEZ LTD,872208263,8410598437,CHECKING,2017-10-03,ail
AIL0000375,MARTINEZ-BAILEY,954205066,8266159318,CHECKING,2015-03-29,ail
AIL0000376,GRAHAM-JOYCE,718445315,3579898495,SAVINGS,2013-11-26,ail
AIL0000377,BURCH PLC,504811746,8408939222,SAVINGS,2024-07-10,ail
AIL0000378,SANDERS PLC,968063877,2002305548,SAVINGS,2023-08-21,ail
AIL0000379,THOMAS LTD,224221153,2249734561,CHECKING,2009-10-22,ail
AIL0000380,PARSONS AND SONS,195712730,5045892188,SAVINGS,2016-07-06,ail
AIL0000381,"GARNER, FOX AND CHAN",236813458,8959993056,SAVINGS,2008-11-19,ail
AIL0000382,"HEATH, WARREN AND MCBRIDE",719459743,4165038256,SAVINGS,2020-11-29,ail
AIL0000383,RYAN-STEELE,166448444,7114738485,SAVINGS,2011-10-12,ail
AIL0000384,"JACKSON, MOORE AND BECKER",956328583,4421221951,CHECKING,2023-12-01,ail
AIL0000385,"WALTERS, MONTGOMERY AND BRIDGES",214445764,2697853760,SAVINGS,2007-06-05,ail
AIL0000386,"HERNANDEZ, DUNLAP AND LYNCH",439223200,9344648619,CHECKING,2010-11-10,ail
AIL0000387,RAMIREZ GROUP,636691235,8215463132,CHECKING,2022-12-30,ail
AIL0000388,PRICE-BOYD,745818574,2217162916,CHECKING,2019-09-14,ail
AIL0000389,ENGLISH-MCDONALD,743042838,6669955364,CHECKING,2018-01-29,ail
AIL0000390,GRIFFITH LLC,393617431,4559184883,SAVINGS,2019-04-27,ail
AIL0000391,JONES LTD,412990487,2617951253,SAVINGS,2019-10-02,ail
AIL0000392,"BARNETT, CLARK AND QUINN",263962774,4480721612,CHECKING,2017-07-16,ail
AIL0000393,"CHUNG, BROWN AND JENKINS",933265252,6977769260,CHECKING,2010-01-04,ail
AIL0000394,CASTILLO AND SONS,123156124,7648364190,SAVINGS,2024-02-04,ail
AIL0000395,MYERS AND SONS,553588778,8206519996,SAVINGS,2015-08-05,ail
AIL0000396,"BARNES, VARGAS AND WRIGHT",913589412,6975857369,CHECKING,2014-04-08,ail
AIL0000397,JONES-RICHMOND,666768643,8416354530,SAVINGS,2025-01-10,ail
AIL0000398,TAYLOR-MORALES,847728374,4964528773,SAVINGS,2015-12-09,ail
AIL0000399,"SINGH, BLACKBURN AND HERNANDEZ",204496093,5857181464,CHECKING,2011-02-19,ail
AIL0000400,THOMAS-HILL,861913813,6600955228,CHECKING,2006-12-23,ail
AIL0000401,SMITH-WILSON,719718049,5885787104,SAVINGS,2015-09-16,ail
AIL0000402,WARREN-INGRAM,412546455,4853522356,CHECKING,2021-12-23,ail
AIL0000403,"RUIZ, GUERRERO AND EVANS",334222252,3797045905,SAVINGS,2024-09-02,ail
AIL0000404,WEAVER PLC,879490941,4686932034,SAVINGS,2023-06-24,ail
AIL0000405,HERNANDEZ-BEARD,558607012,1241941984,SAVINGS,2024-12-01,ail
AIL0000406,"PETERSON, NELSON AND TRAVIS",608820219,1225366046,SAVINGS,2025-05-05,ail
AIL0000407,MASSEY-SCOTT,737150229,8398297717,CHECKING,2016-04-26,ail
AIL0000408,"OWENS, RICHARDS AND WALTER",136499524,1510253039,SAVINGS,2022-04-20,ail
AIL0000409,"GLENN, FREEMAN AND CARTER",624658062,8495577948,CHECKING,2019-08-30,ail
AIL0000410,"GARCIA, BRIGHT AND MORRISON",935082100,6936078258,SAVINGS,2015-08-23,ail
AIL0000411,"GRIMES, ALLEN AND HORN",494410130,1049832004,CHECKING,2019-11-11,ail
AIL0000412,COPELAND-RICHMOND,188730795,5819174770,CHECKING,2025-02-26,ail
AIL0000413,BROWN-GARCIA,124724799,7354397094,CHECKING,2009-06-16,ail
AIL0000414,KIRBY-OCONNOR,952920067,3546395964,SAVINGS,2014-03-11,ail
AIL0000415,BOWMAN-MURPHY,619896637,8313199661,SAVINGS,2010-04-06,ail
AIL0000416,"HUFF, BIRD AND MILLER",713560882,1537886416,SAVINGS,2008-05-06,ail
AIL0000417,MARQUEZ GROUP,168180783,3308592457,SAVINGS,2019-06-15,ail
AIL0000418,WILLIS AND SONS,972810297,4009663602,SAVINGS,2008-12-02,ail
AIL0000419,"HAMILTON, BAKER AND OSBORN",697065054,7571676457,CHECKING,2024-02-04,ail
AIL0000420,"FREEMAN, OBRIEN AND CUNNINGHAM",657165824,3799033030,CHECKING,2018-12-12,ail
AIL0000421,"STONE, SCHAEFER AND REYES",807147441,4855172529,CHECKING,2013-12-28,ail
AIL0000422,"RODRIGUEZ, MASSEY AND DAY",743281527,3985929521,CHECKING,2014-06-17,ail
AIL0000423,JOHNSTON INC,695627964,2349891418,CHECKING,2007-04-30,ail
AIL0000424,WARD LTD,238315117,3469954227,CHECKING,2009-01-24,ail
AIL0000425,"MCKEE, FISHER AND LONG",194297000,7710870125,CHECKING,2021-04-24,ail
AIL0000426,"WILLIAMS, HOLLAND AND ALEXANDER",190849645,5208760580,SAVINGS,2006-06-03,ail
AIL0000427,BERRY-MILLS,490369190,6031997439,CHECKING,2017-09-03,ail
AIL0000428,LI-FULLER,366649918,2291067101,SAVINGS,2018-11-13,ail
AIL0000429,CALDWELL-JOHNSON,807765063,7588919626,CHECKING,2020-03-03,ail
AIL0000430,"WHITE, MCCOY AND MURPHY",719625768,9576178517,CHECKING,2008-07-09,ail
AIL0000431,KNAPP-PHAM,838659551,4520856549,CHECKING,2016-01-11,ail
AIL0000432,"BRYANT, MACDONALD AND HOWARD",139442778,1807770198,SAVINGS,2013-06-29,ail
AIL0000433,"COOPER, BELTRAN AND WRIGHT",994027302,3371125304,SAVINGS,2024-03-19,ail
AIL0000434,BOWERS-NGUYEN,397851389,7967780181,CHECKING,2014-01-18,ail
AIL0000435,"RITTER, BAKER AND LEON",690395452,6390043836,SAVINGS,2019-04-20,ail
AIL0000436,HANSEN PLC,797684086,4881189856,SAVINGS,2013-02-24,ail
AIL0000437,"MORRIS, MORALES AND BAILEY",589699023,3982920803,CHECKING,2018-11-26,ail
AIL0000438,KIRK INC,175761121,3772707308,SAVINGS,2009-12-22,ail
AIL0000439,BELL-MEDINA,705206157,3598217672,SAVINGS,2013-05-21,ail
AIL0000440,STEWART LLC,982151713,5954207902,SAVINGS,2014-03-07,ail
AIL0000441,SLOAN INC,506885773,3592473405,CHECKING,2013-10-24,ail
AIL0000442,"SULLIVAN, HOWELL AND FOWLER",390044760,7650193311,CHECKING,2025-10-13,ail
AIL0000443,HARRIS-CHASE,453644935,3749541399,SAVINGS,2008-01-08,ail
AIL0000444,BELL-SHAFFER,458111525,8636756590,CHECKING,2023-10-25,ail
AIL0000445,FISCHER-CHUNG,956950522,6264622618,CHECKING,2008-11-23,ail
AIL0000446,SMITH-LOPEZ,205169636,5160850457,SAVINGS,2013-08-18,ail
AIL0000447,STOUT-GRAVES,212745817,1530443469,SAVINGS,2011-08-07,ail
AIL0000448,"PHILLIPS, CASTRO AND THOMPSON",732248231,3102895903,SAVINGS,2021-10-15,ail
AIL0000449,"DOMINGUEZ, GONZALEZ AND DAVIS",852108407,1206000737,SAVINGS,2025-12-25,ail
AIL0000450,"MELENDEZ, ALVARADO AND PHELPS",907317394,2673161789,SAVINGS,2025-08-30,ail
AIL0000451,BALDWIN PLC,965527175,8944100417,SAVINGS,2020-07-28,ail
AIL0000452,SANDERS-MORSE,735988157,5842885728,CHECKING,2019-12-19,ail
AIL0000453,KIRK LTD,837293786,1542747974,SAVINGS,2023-02-17,ail
AIL0000454,AUSTIN-ARELLANO,709413742,8453582359,CHECKING,2006-04-09,ail
AIL0000455,KEY-RAMOS,878913009,4339458019,SAVINGS,2006-05-24,ail
AIL0000456,SANCHEZ AND SONS,858906506,2966178433,SAVINGS,2024-06-20,ail
AIL0000457,"HANEY, JOHNSON AND WALKER",480106125,8724365118,SAVINGS,2022-11-15,ail
AIL0000458,"LUCERO, SANCHEZ AND PEREZ",396162658,9386423260,CHECKING,2020-05-14,ail
AIL0000459,"CAIN, THOMAS AND PHILLIPS",427692509,6607773451,SAVINGS,2024-06-27,ail
AIL0000460,MATHEWS GROUP,196787722,3725915610,CHECKING,2017-04-05,ail
AIL0000461,PERRY-ARNOLD,883781096,1402153307,CHECKING,2020-04-24,ail
AIL0000462,"LEE, LOPEZ AND STONE",190822582,8487886592,SAVINGS,2011-04-06,ail
AIL0000463,BURTON-ONEAL,967955890,4755317390,SAVINGS,2008-06-22,ail
AIL0000464,FRANCIS-MANN,826958713,4138750794,SAVINGS,2023-11-30,ail
AIL0000465,LARA-BAKER,634514268,3997380182,SAVINGS,2020-11-15,ail
AIL0000466,DIAZ-SCHAEFER,114925291,3646930819,CHECKING,2014-05-01,ail
AIL0000467,FLORES LLC,866823538,2482024096,CHECKING,2012-06-05,ail
AIL0000468,RUBIO AND SONS,752162382,4881785530,CHECKING,2017-08-04,ail
AIL0000469,HEATH-ANDERSEN,180662039,5513609342,SAVINGS,2018-12-07,ail
AIL0000470,POPE PLC,507049911,6027190358,CHECKING,2022-11-10,ail
AIL0000471,DAVIS PLC,462880277,5801195339,SAVINGS,2022-04-13,ail
AIL0000472,"ALVAREZ, EDWARDS AND AGUIRRE",618751182,6555733635,CHECKING,2009-04-27,ail
AIL0000473,"PEREZ, BAILEY AND PARK",102399064,7738124846,CHECKING,2022-05-07,ail
AIL0000474,"NICHOLSON, WALKER AND ADAMS",427297760,4837200484,SAVINGS,2024-05-26,ail
AIL0000475,STEVENS GROUP,763302601,8938610457,CHECKING,2006-08-14,ail
AIL0000476,GARZA-BROWN,481977286,9615236685,SAVINGS,2022-10-25,ail
AIL0000477,JOHNSON GROUP,452779815,6576373571,CHECKING,2015-02-13,ail
AIL0000478,"SANTOS, HUANG AND WOODS",105534508,4102828641,SAVINGS,2018-11-14,ail
AIL0000479,"HERNANDEZ, FLEMING AND JONES",480676189,1038069463,SAVINGS,2016-04-12,ail
AIL0000480,"HILL, KING AND MOSLEY",628330503,1848446906,CHECKING,2014-10-26,ail
AIL0000481,REEVES GROUP,541006226,3093419287,CHECKING,2009-12-07,ail
AIL0000482,PADILLA-BENDER,926188073,8115186493,CHECKING,2011-09-08,ail
AIL0000483,LEWIS-HAYES,605408862,6993020535,SAVINGS,2005-12-09,ail
AIL0000484,"TERRY, TORRES AND HALL",491374277,8780521609,CHECKING,2021-10-14,ail
AIL0000485,"SHAH, THOMAS AND RYAN",570913175,2887022675,CHECKING,2018-11-02,ail
AIL0000486,"MATTHEWS, HUFFMAN AND ARELLANO",479823041,8503699096,CHECKING,2025-11-29,ail
AIL0000487,JOSEPH LLC,485727515,4046074294,CHECKING,2010-08-16,ail
AIL0000488,"WILSON, MADDEN AND AUSTIN",303546093,2223635199,CHECKING,2010-04-06,ail
AIL0000489,"GUTIERREZ, MARTIN AND LEE",523640548,1135749072,CHECKING,2015-02-09,ail
AIL0000490,"AYALA, MAYO AND HOUSTON",614639071,9516613938,CHECKING,2023-02-12,ail
AIL0000491,BANKS GROUP,552147658,5842292127,SAVINGS,2021-08-05,ail
AIL0000492,"WILSON, DAVIS AND SHAH",638866546,8841061174,CHECKING,2013-01-17,ail
AIL0000493,"HAYNES, JENNINGS AND BALLARD",217824679,5113198271,CHECKING,2023-07-16,ail
AIL0000494,HORTON-TAYLOR,235424162,5963015056,CHECKING,2024-01-21,ail
AIL0000495,WHITE-COLLINS,923973312,3939637388,CHECKING,2018-03-27,ail
AIL0000496,MANN LLC,828330158,8859084754,SAVINGS,2019-09-01,ail
AIL0000497,DAVIS-GREEN,741117091,4167244443,SAVINGS,2015-06-04,ail
AIL0000498,PEREZ LTD,615603325,6538217006,SAVINGS,2023-02-03,ail
AIL0000499,"MILLER, HAYES AND DAVIS",188707067,8563007469,CHECKING,2017-09-10,ail
AIL0000500,SMITH-OBRIEN,763157083,3195758393,CHECKING,2010-03-14,ail
AIL0000501,"BROWN, BROOKS AND JACKSON",401870524,4293069999,SAVINGS,2022-10-02,ail
AIL0000502,"SMITH, MURPHY AND TORRES",852645523,8819457893,CHECKING,2007-04-26,ail
AIL0000503,"ELLIOTT, VILLARREAL AND SOSA",608838545,4478719374,CHECKING,2017-10-15,ail
AIL0000504,FIELDS GROUP,302581790,3725058806,CHECKING,2016-08-03,ail
AIL0000505,NICHOLS LLC,229344220,5863173472,CHECKING,2023-05-01,ail
AIL0000506,WIGGINS AND SONS,394056688,5253730454,CHECKING,2014-11-13,ail
AIL0000507,"BROOKS, THOMPSON AND ALEXANDER",557739343,9665789482,CHECKING,2009-03-12,ail
AIL0000508,ROMERO GROUP,197641175,4712355473,SAVINGS,2012-05-29,ail
AIL0000509,HOWELL PLC,537332024,7549701358,CHECKING,2014-03-21,ail
AIL0000510,AGUIRRE LLC,338129347,6738840177,SAVINGS,2019-02-14,ail
AIL0000511,RODRIGUEZ-VEGA,165873766,7484815168,CHECKING,2016-08-03,ail
AIL0000512,"STONE, MCCULLOUGH AND JIMENEZ",426728893,5767649713,SAVINGS,2021-04-30,ail
AIL0000513,"MOORE, AUSTIN AND ROGERS",401244644,9345116088,SAVINGS,2024-06-14,ail
AIL0000514,MCFARLAND-KELLEY,365180555,1204253178,CHECKING,2022-03-20,ail
AIL0000515,BOWERS-RAYMOND,100575452,9813833954,SAVINGS,2015-03-04,ail
AIL0000516,"SPENCER, MORGAN AND DIAZ",327609166,6520394348,SAVINGS,2016-09-22,ail
AIL0000517,HORNE GROUP,751247855,5727735496,CHECKING,2018-10-16,ail
AIL0000518,BAUER INC,370865381,9368005850,SAVINGS,2019-10-16,ail
AIL0000519,BROWN-HAAS,458932723,2307202048,CHECKING,2019-07-25,ail
AIL0000520,COCHRAN-BROWNING,818276952,9648610631,CHECKING,2014-08-16,ail
AIL0000521,"WEBSTER, GARZA AND ABBOTT",455635895,8774042176,SAVINGS,2025-05-13,ail
AIL0000522,ALVARADO LLC,355821370,8087762657,CHECKING,2025-05-31,ail
AIL0000523,"HART, PARK AND BOYD",727416570,2649479425,CHECKING,2021-09-05,ail
AIL0000524,"DAY, CAMPBELL AND TAYLOR",240107634,3584862196,CHECKING,2023-01-15,ail
AIL0000525,CARTER LTD,729815562,4510745572,CHECKING,2024-03-05,ail
AIL0000526,POWELL-BENNETT,856622973,1423644452,SAVINGS,2009-07-27,ail
AIL0000527,JOHNSON-GARCIA,423707839,8410324652,CHECKING,2010-09-10,ail
AIL0000528,"WEBB, PRICE AND JIMENEZ",672903058,4095681282,CHECKING,2019-10-15,ail
AIL0000529,TOWNSEND-HALE,237258508,6118341434,SAVINGS,2016-05-27,ail
AIL0000530,"GUERRA, LOPEZ AND DAVIS",915351389,9483102271,SAVINGS,2008-08-09,ail
AIL0000531,"ADKINS, DUNCAN AND THOMPSON",581554115,2873145919,SAVINGS,2015-07-31,ail
AIL0000532,STEVENSON-FERGUSON,549902288,4396825966,CHECKING,2021-04-02,ail
AIL0000533,RASMUSSEN GROUP,743336344,5155324773,SAVINGS,2018-05-27,ail
AIL0000534,BELL PLC,148796435,8793362077,SAVINGS,2019-09-26,ail
AIL0000535,COLON LTD,835184880,1322060399,SAVINGS,2018-10-19,ail
AIL0000536,RODGERS-WARREN,906087827,7482301234,SAVINGS,2006-12-13,ail
AIL0000537,HICKS LTD,530408291,7902950398,CHECKING,2005-05-06,ail
AIL0000538,"WILLIAMS, LEWIS AND BRYANT",297639735,1015464229,CHECKING,2023-04-17,ail
AIL0000539,STAFFORD LTD,735776226,3992397136,SAVINGS,2010-11-09,ail
AIL0000540,JONES-HARRIS,640970200,7550139546,SAVINGS,2007-08-17,ail
AIL0000541,DUNCAN PLC,336584331,1511545211,CHECKING,2013-06-17,ail
AIL0000542,WILLIAMS GROUP,148976013,3291647639,SAVINGS,2015-05-03,ail
AIL0000543,MCCULLOUGH INC,141973293,3747126998,SAVINGS,2009-12-11,ail
AIL0000544,SMITH-ALLEN,242776948,4395692712,CHECKING,2005-03-21,ail
AIL0000545,JOYCE-BENITEZ,984130042,1499010108,SAVINGS,2015-09-09,ail
AIL0000546,WATSON GROUP,779338069,6880283365,CHECKING,2021-09-26,ail
AIL0000547,MOORE PLC,857483748,5868824748,SAVINGS,2009-08-21,ail
AIL0000548,HOWELL LLC,448574326,5231665002,CHECKING,2007-09-10,ail
AIL0000549,BECKER-MCKINNEY,984690021,2526788512,SAVINGS,2024-03-23,ail
AIL0000550,"COLLINS, BENTLEY AND VALDEZ",289768018,9657101385,CHECKING,2024-10-05,ail
AIL0000551,ORTIZ-SMITH,875888196,8103123072,CHECKING,2017-12-08,ail
AIL0000552,BENNETT-KIRBY,977082820,2899169638,SAVINGS,2012-10-15,ail
AIL0000553,MONTOYA GROUP,388614830,2698502431,SAVINGS,2015-04-27,ail
AIL0000554,GREENE-SIMS,348810825,7158568902,CHECKING,2007-04-06,ail
AIL0000555,WILLIAMS-WANG,614329730,5697367349,CHECKING,2015-07-29,ail
AIL0000556,ALVARADO AND SONS,593266377,4703774386,CHECKING,2013-05-08,ail
AIL0000557,WALSH INC,711665601,4133092725,SAVINGS,2017-12-01,ail
AIL0000558,BARRERA GROUP,122599372,2332128020,CHECKING,2009-05-26,ail
AIL0000559,WHITE LLC,977783087,3610575957,CHECKING,2008-12-17,ail
AIL0000560,HARDING LLC,254105962,5604414067,CHECKING,2015-12-01,ail
AIL0000561,"ESPINOZA, NEAL AND MITCHELL",588578468,9462741141,CHECKING,2006-05-07,ail
AIL0000562,MITCHELL-HUDSON,877718632,3262496662,CHECKING,2012-07-04,ail
AIL0000563,JUAREZ GROUP,747781482,5723304144,SAVINGS,2012-11-16,ail
AIL0000564,CLEMENTS PLC,122243544,5014410308,CHECKING,2012-12-19,ail
AIL0000565,GONZALEZ-HOLMES,366656201,4307630024,SAVINGS,2013-07-19,ail
AIL0000566,HARRISON INC,253153814,3575422095,CHECKING,2025-10-29,ail
AIL0000567,PEREZ GROUP,950039201,4038499343,CHECKING,2006-08-08,ail
AIL0000568,MILLER LTD,249497180,5995667352,SAVINGS,2018-07-31,ail
AIL0000569,ALLEN PLC,614223965,1663629664,CHECKING,2016-09-07,ail
AIL0000570,KIM-THOMAS,683607071,8267261623,CHECKING,2010-08-24,ail
AIL0000571,"HAMMOND, BATES AND GORDON",122771813,4543025495,CHECKING,2017-04-20,ail
AIL0000572,MACK LTD,684805001,2274482118,SAVINGS,2018-11-12,ail
AIL0000573,WILLIAMS-SMITH,252294200,1963415929,CHECKING,2011-05-17,ail
AIL0000574,PETERSON LLC,558633176,2655207639,SAVINGS,2024-04-19,ail
AIL0000575,BELL AND SONS,803692376,2231995081,SAVINGS,2017-04-21,ail
AIL0000576,"BROWN, JAMES AND ARROYO",837409683,5777758858,CHECKING,2019-02-26,ail
AIL0000577,"BROWN, WHITE AND LEE",218257262,1964316616,SAVINGS,2017-02-07,ail
AIL0000578,"GRIFFITH, JOHNSON AND ALEXANDER",483656443,9917597402,SAVINGS,2005-03-28,ail
AIL0000579,GUZMAN LLC,227078391,9776107836,CHECKING,2005-03-10,ail
AIL0000580,"MARTIN, PAYNE AND STEWART",291198819,2826411454,SAVINGS,2018-05-23,ail
AIL0000581,COHEN GROUP,770829086,8806371697,SAVINGS,2017-07-29,ail
AIL0000582,"FERGUSON, MONTGOMERY AND JACKSON",211586005,4430319690,CHECKING,2006-10-11,ail
AIL0000583,WOOD-THOMAS,259604146,5924562641,CHECKING,2011-05-22,ail
AIL0000584,SUTTON INC,519403103,9488312421,CHECKING,2011-07-01,ail
AIL0000585,SMITH-BROWN,221508953,7776783557,SAVINGS,2012-03-11,ail
AIL0000586,MACK-WILSON,255335893,5683434276,CHECKING,2011-01-15,ail
AIL0000587,GILL INC,295283935,8591506799,SAVINGS,2009-11-15,ail
AIL0000588,"GARDNER, SMITH AND HOLLOWAY",442862704,7417567959,SAVINGS,2022-10-02,ail
AIL0000589,PINEDA-NEWMAN,844554951,9473321348,SAVINGS,2006-08-08,ail
AIL0000590,JENNINGS-HUGHES,248413965,6351134654,SAVINGS,2023-07-31,ail
AIL0000591,"YOUNG, HENRY AND WRIGHT",689848541,7587494767,CHECKING,2010-07-18,ail
AIL0000592,"GIBSON, CALHOUN AND HERNANDEZ",512990369,9949069966,SAVINGS,2009-09-04,ail
AIL0000593,"SUAREZ, WALKER AND MITCHELL",665803901,4213853162,CHECKING,2021-05-02,ail
AIL0000594,"THOMPSON, COFFEY AND KIDD",352536632,2553530199,CHECKING,2009-06-16,ail
AIL0000595,RICHARDSON INC,118419668,1473117789,SAVINGS,2010-04-18,ail
AIL0000596,TRUJILLO-THOMAS,487468897,4517623123,SAVINGS,2010-06-15,ail
AIL0000597,JENKINS-HOBBS,594338271,9216074478,CHECKING,2022-04-16,ail
AIL0000598,ARCHER AND SONS,326277525,4555467593,CHECKING,2022-01-14,ail
AIL0000599,"GOMEZ, MCMAHON AND FISHER",902080160,1591852141,CHECKING,2007-10-28,ail
AIL0000600,MURRAY-CHAVEZ,505295431,4148561166,SAVINGS,2014-11-03,ail
AIL0000601,FORD-MORGAN,499092905,9822220773,CHECKING,2020-11-06,ail
AIL0000602,"ROSS, CUMMINGS AND HARRIS",811619517,3497983389,SAVINGS,2012-10-19,ail
AIL0000603,MARQUEZ PLC,999191343,1679348721,CHECKING,2006-07-19,ail
